"","name","height","weight","season","age","team.x","lg","pos","g","mp","per","ts","x3p_ar","f_tr","orb","drb","trb","ast","stl","blk","tov","usg","ows","dws","ws","ws_48","obpm","dbpm","bpm","vorp","x","team.y","gp","w","l","min","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year"
"790","Dante_Exum",77,190,"2019",23,"UTA","NBA","PG",42,664,11.2,0.516,0.257,0.357,2.7,8.3,5.5,24.1,1,0.6,15.7,21.3,0.2,0.7,1,0.069,-2,-0.1,-2.1,0,324,"UTA",41,21,20,15.8,6894.6,1.31,0.7,0.6,4.61,5.07,4.19,138,9600000,9600000,0
"791","Dante_Exum",77,190,"2020",24,"TOT","NBA","SG",35,485,10.4,0.576,0.361,0.361,2.8,12.6,7.7,11.5,1.3,1.4,18.4,15,0.2,0.2,0.4,0.043,-2.5,-0.4,-2.9,-0.1,325,"CLE",35,10,25,13.9,5681.1,1.08,0.58,0.5,4.36,4.62,4.09,131,9600000,9600000,0
"799","Derrick_Favors",81,265,"2017",25,"UTA","NBA","PF",50,1186,15.8,0.512,0.024,0.261,9.2,20.2,14.9,7.9,2,2.7,11.4,20.7,0.5,2.2,2.7,0.109,-1.2,1.2,-0.1,0.6,399,"UTA",50,33,17,23.7,8625.9,1.63,0.89,0.75,4.15,4.33,3.94,96,11050000,1.2e+07,0
"800","Derrick_Favors",81,265,"2018",26,"UTA","NBA","C",77,2153,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8,0.179,0.9,0.7,1.5,1.9,400,"UTA",77,46,31,28,10662,2.02,1.1,0.92,4.37,4.58,4.13,100,1.2e+07,0,1
"801","Derrick_Favors",81,265,"2019",27,"UTA","NBA","C",76,1766,21.8,0.624,0.126,0.368,12.9,21.3,17.2,8,1.5,4.8,10.5,19.4,4.4,3.5,7.9,0.215,1.8,1.5,3.3,2.4,401,"UTA",75,46,29,23.2,9398.7,1.78,0.96,0.82,4.34,4.7,3.97,67,16900000,16900000,0
"802","Derrick_Favors",81,265,"2020",28,"NOP","NBA","C",45,1089,19,0.624,0.023,0.203,14.1,29,21.5,9.8,1.1,3.4,13.3,14.4,2.4,1.4,3.8,0.168,0.8,0.4,1.2,0.9,402,"NOP",44,22,22,24,9432.4,1.79,0.95,0.84,4.2,4.59,3.83,67,17650000,0,1
"803","Kay_Felder",69,176,"2017",21,"CLE","NBA","PG",42,386,11.4,0.462,0.139,0.31,0.9,10.5,5.9,22.7,2.3,1.5,14.3,24.2,-0.3,0.4,0.1,0.008,-3.1,0.7,-2.4,0,931,"CLE",42,25,17,9.2,3651.8,0.69,0.36,0.33,4.52,4.79,4.25,481,543471,905249,0
"804","Kay_Felder",69,176,"2018",22,"TOT","NBA","PG",16,140,3.6,0.379,0.271,0.171,2.3,12,6.9,22,1,0.6,17.5,28.4,-0.6,0.1,-0.5,-0.175,-7.7,-3.4,-11.1,-0.3,932,"DET",16,6,10,8.7,3620.3,0.69,0.38,0.31,4.74,5.23,4.18,412,1312611,1544951,0
"806","Cristiano_Felicio",82,270,"2017",24,"CHI","NBA","C",66,1040,15.3,0.603,0,0.421,12.8,19.5,16.1,5.7,1.2,1.3,11.2,12.4,2.1,1.3,3.4,0.158,-0.6,-0.1,-0.7,0.3,277,"CHI",66,31,35,15.8,5943.3,1.13,0.59,0.54,4.3,4.52,4.08,445,874636,0,1
"807","Cristiano_Felicio",82,270,"2018",25,"CHI","NBA","C",55,977,12.5,0.614,0.009,0.377,8.8,17.1,12.8,8.4,0.8,1,17.7,13.6,1.2,0.5,1.7,0.086,-2.8,-1.1,-3.9,-0.5,278,"CHI",55,13,42,17.8,6978.9,1.32,0.68,0.64,4.49,4.77,4.24,141,7843500,8470980,0
"808","Cristiano_Felicio",82,270,"2019",26,"CHI","NBA","C",60,746,13.4,0.568,0.022,0.408,11.4,20.5,15.9,7.2,0.7,0.8,13.5,14.3,0.9,0.4,1.4,0.088,-2,-2.1,-4.1,-0.4,279,"CHI",60,16,44,12.4,4988,0.94,0.5,0.45,4.26,4.52,4.01,152,8470980,8156500,0
"821","Raymond_Felton",73,205,"2017",32,"LAC","NBA","PG",80,1700,10.9,0.496,0.28,0.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,0.2,1.8,1.9,0.055,-2,0.7,-1.3,0.3,1355,"LAC",80,50,30,21.3,7976.7,1.51,0.78,0.73,4.28,4.33,4.22,337,1551659,0,1
"822","Raymond_Felton",73,205,"2018",33,"OKC","NBA","PG",82,1365,13,0.494,0.417,0.08,2,11,6.3,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,0.078,-0.3,-0.3,-0.6,0.5,1356,"OKC",80,48,32,16.7,5953.4,1.13,0.58,0.54,4.05,4.24,3.86,284,2328652,0,1
"823","Raymond_Felton",73,205,"2019",34,"OKC","NBA","PG",33,379,11.2,0.505,0.452,0.096,1.1,8.4,4.6,18.7,1.2,1.3,9,16.6,0.3,0.4,0.7,0.087,-1.7,0.4,-1.3,0.1,1357,"OKC",33,19,14,11.5,4367.2,0.83,0.42,0.41,3.98,4.17,3.81,302,2393887,0,1
"824","Terrance_Ferguson",78,190,"2018",19,"OKC","NBA","SG",61,763,7.4,0.545,0.71,0.059,2.7,4.2,3.4,3.4,1.6,1.2,6,10.4,0.7,0.5,1.2,0.077,-3.2,-0.1,-3.3,-0.3,1523,"OKC",59,37,22,12.6,4782.4,0.91,0.44,0.47,4.32,4.29,4.35,324,1785000,2118840,0
"825","Terrance_Ferguson",78,190,"2019",20,"OKC","NBA","SG",74,1931,6.4,0.566,0.673,0.118,1.7,6,3.8,4.8,1,0.7,9.4,10.6,1.2,1.6,2.8,0.07,-3.9,0.1,-3.8,-0.9,1524,"OKC",73,43,30,26.1,10548.1,2,0.97,1.03,4.33,4.55,4.14,332,2118840,2475840,0
"826","Terrance_Ferguson",78,190,"2020",21,"OKC","NBA","SF",50,1170,4.1,0.504,0.779,0.095,2.3,4.6,3.5,5,1.1,1.2,12.6,9,-0.1,0.8,0.7,0.027,-4.5,0.3,-4.1,-0.6,1525,"OKC",50,30,20,23.4,8917.5,1.69,0.83,0.86,4.19,4.18,4.21,308,2475840,3944013,0
"827","Bruno_Fernando",81,233,"2020",21,"ATL","NBA","C",56,713,11.9,0.542,0.186,0.256,10,20,15,9.9,1.2,2,15.9,15.3,0.4,0.4,0.8,0.055,-3.2,-1,-4.1,-0.4,186,"ATL",56,18,38,12.7,5143.5,0.97,0.52,0.45,4.27,4.51,4.02,434,1400000,1517981,0
"828","Dorian_FinneySmith",79,220,"2017",23,"DAL","NBA","PF",81,1642,7.7,0.486,0.574,0.183,3.7,12.4,7.9,6,1.6,1.4,11.1,11.6,-0.1,1.5,1.4,0.041,-3.3,0.6,-2.6,-0.3,450,"DAL",80,32,48,20.4,7777.6,1.47,0.79,0.69,4.34,4.47,4.2,479,543471,905249,0
"829","Dorian_FinneySmith",79,220,"2018",24,"DAL","NBA","PF",21,448,7.6,0.482,0.554,0.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-3.8,-0.8,-4.6,-0.3,451,"DAL",21,4,17,21.4,8295.9,1.57,0.84,0.73,4.44,4.62,4.24,426,1312611,1544951,0
"830","Dorian_FinneySmith",79,220,"2019",25,"DAL","NBA","SF",81,1985,11,0.53,0.481,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14,1.2,2,3.3,0.079,-1.8,0.4,-1.4,0.3,452,"DAL",81,33,48,24.5,10064.4,1.91,1.02,0.88,4.34,4.59,4.08,404,1544951,0,1
"831","Dorian_FinneySmith",79,220,"2020",26,"DAL","NBA","PF",64,1898,12.2,0.597,0.58,0.212,7,12.3,9.7,6.8,1.1,1.7,11.2,12.7,2.9,1.6,4.5,0.114,0,-0.1,-0.2,0.9,453,"DAL",62,36,26,30,11931.4,2.26,1.19,1.07,4.23,4.41,4.05,227,4e+06,4e+06,0
"832","Bryn_Forbes",74,190,"2017",23,"SAS","NBA","SG",36,285,5.9,0.462,0.535,0.061,0.8,8.2,4.6,11.7,0.2,0,9.8,17.9,-0.2,0.2,0.1,0.014,-3.9,-1.5,-5.4,-0.2,187,"SAS",35,24,11,8,3035.7,0.57,0.32,0.25,4.32,4.72,3.9,462,543471,905249,0
"833","Bryn_Forbes",74,190,"2018",24,"SAS","NBA","SG",80,1517,9.1,0.525,0.459,0.145,0.9,7.2,4,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-2.5,-0.6,-3.1,-0.4,188,"SAS",80,46,34,19,7371.2,1.4,0.76,0.64,4.43,4.74,4.11,418,1312611,0,1
"834","Bryn_Forbes",74,190,"2019",25,"SAS","NBA","SG",82,2293,12,0.586,0.522,0.099,0.9,10.4,5.7,10.6,1,0.1,8.8,17.4,2.5,1.3,3.8,0.079,-0.3,-0.9,-1.2,0.5,189,"SAS",82,48,34,28,11208.7,2.12,1.18,0.94,4.3,4.71,3.87,265,3125000,2875000,0
"835","Bryn_Forbes",74,190,"2020",26,"SAS","NBA","SG",63,1579,11.2,0.57,0.656,0.155,0.8,7.8,4.3,9.6,1,0,8.4,18.6,1.2,0.2,1.5,0.045,-0.6,-2.1,-2.7,-0.3,190,"SAS",62,26,36,25.2,10239,1.94,1.09,0.85,4.35,4.82,3.86,274,2875000,0,1
"844","Tim_Frazier",72,170,"2017",26,"NOP","NBA","PG",65,1525,12.4,0.504,0.317,0.319,2.3,9.7,6,31.4,1.8,0.3,18,16.3,1,1.4,2.4,0.075,-2.5,-0.2,-2.7,-0.3,1554,"NOP",65,26,39,23.5,8927,1.69,0.9,0.79,4.33,4.73,3.95,306,2090000,2e+06,0
"845","Tim_Frazier",72,170,"2018",27,"WAS","NBA","PG",59,838,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1,1.4,0.08,-2.8,1.8,-0.9,0.2,1555,"WAS",59,31,28,14.2,5456.3,1.03,0.54,0.49,4.42,4.66,4.17,312,2e+06,0,1
"846","Tim_Frazier",72,170,"2019",28,"TOT","NBA","PG",59,1120,11.7,0.544,0.387,0.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,1.3,0.7,2,0.084,-1.4,-0.4,-1.8,0.1,1556,"MIL",59,27,32,19,7825.8,1.48,0.8,0.68,4.37,4.77,3.98,388,1567007,0,1
"847","Tim_Frazier",72,170,"2020",29,"DET","NBA","PG",27,355,9.8,0.464,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,0.016,-2.9,-1.6,-4.5,-0.2,1557,"DET",26,9,17,13.6,5378.7,1.02,0.57,0.45,4.25,4.53,3.92,366,1882867,0,1
"848","Wenyen_Gabriel",81,220,"2020",22,"TOT","NBA","PF",28,210,9.6,0.547,0.435,0.435,9.1,14,11.6,5,2.3,2.5,22.6,14.5,0,0.2,0.2,0.043,-3.9,0,-3.9,-0.1,1668,"POR",27,8,19,7.5,3112.3,0.59,0.32,0.27,4.29,4.64,3.94,461,898310,0,1
"849","Daniel_Gafford",82,234,"2020",21,"CHI","NBA","C",43,609,16.2,0.686,0,0.448,9,10.3,9.6,5.2,1,8.7,15.3,13.3,1.1,0.8,1.8,0.146,-2.8,1.5,-1.3,0.1,306,"CHI",43,15,28,14.2,5749.3,1.09,0.56,0.53,4.32,4.48,4.16,455,898310,1517981,0
"852","Langston_Galloway",73,200,"2017",25,"TOT","NBA","PG",74,1495,10.4,0.51,0.565,0.117,2,9.3,5.6,9.4,1.5,0.3,7.4,18.4,0.2,1.1,1.3,0.04,-1.5,-0.7,-2.3,-0.1,1036,"SAC",74,29,45,20.2,7536.7,1.43,0.73,0.69,4.25,4.54,3.98,191,5200000,5430000,0
"853","Langston_Galloway",73,200,"2018",26,"DET","NBA","SG",58,863,12.2,0.503,0.641,0.121,1.6,10.3,5.9,10.1,2,0.5,4.8,19.3,0.5,0.9,1.4,0.08,-0.2,0.2,0.1,0.5,1037,"DET",58,28,30,14.9,5860.3,1.11,0.59,0.52,4.49,4.86,4.14,160,6666667,7e+06,0
"854","Langston_Galloway",73,200,"2019",27,"DET","NBA","SG",80,1745,10.7,0.534,0.647,0.164,3,7.9,5.4,7.3,1,0.4,3.7,16.1,2.1,1.3,3.4,0.094,-0.9,-0.6,-1.5,0.2,1038,"DET",80,41,39,21.8,9004.8,1.71,0.92,0.79,4.4,4.56,4.22,175,7e+06,7333333,0
"855","Langston_Galloway",73,200,"2020",28,"DET","NBA","SG",66,1702,12.3,0.584,0.611,0.157,2.2,7.8,5,8.8,1.4,0.5,6.5,15.9,2.4,0.7,3.1,0.087,0.1,-0.9,-0.8,0.5,1039,"DET",65,20,45,25.9,10164.1,1.93,1.03,0.89,4.26,4.49,4.02,162,7333333,0,1
"867","Rudy_Gay",80,230,"2017",30,"SAC","NBA","SF",30,1013,17.9,0.559,0.256,0.312,4,17.5,10.8,14.1,2.2,2.3,12.8,25.8,0.8,1,1.8,0.087,1.4,0.5,1.9,1,1411,"SAC",30,11,19,33.8,12465,2.36,1.28,1.08,4.21,4.42,3.99,68,13333333,14263566,0
"868","Rudy_Gay",80,230,"2018",31,"SAS","NBA","PF",57,1231,18,0.545,0.22,0.27,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,1,2.1,3.1,0.122,0.2,0.6,0.8,0.9,1412,"SAS",57,36,21,21.6,8299.3,1.57,0.86,0.71,4.38,4.63,4.1,135,8406000,8826300,0
"869","Rudy_Gay",80,230,"2019",32,"SAS","NBA","PF",69,1842,17.5,0.583,0.247,0.197,3.8,23.9,13.9,14.7,1.4,1.6,12.3,22.1,2.2,2.2,4.4,0.115,0.8,0.6,1.4,1.6,1413,"SAS",69,42,27,26.7,10352.2,1.96,1.06,0.9,4.18,4.39,3.96,131,10087200,0,1
"870","Rudy_Gay",80,230,"2020",33,"SAS","NBA","PF",60,1287,14.4,0.545,0.369,0.225,4.7,22.3,13.5,11.3,1,1.9,12.4,21.3,0.6,0.9,1.5,0.054,-0.5,-1,-1.5,0.2,1414,"SAS",59,24,35,21.3,8162.5,1.55,0.83,0.72,4.11,4.44,3.79,90,1.4e+07,1.4e+07,0
"877","Paul_George",80,220,"2017",26,"IND","NBA","SF",75,2689,20.2,0.587,0.368,0.277,2.5,17.9,10.3,16.1,2.2,0.9,12.7,28.9,3.9,3.1,7.1,0.126,3,0.1,3.1,3.4,1318,"IND",74,39,35,35.9,13175.2,2.5,1.32,1.18,4.17,4.47,3.89,32,18314532,19508958,0
"878","Paul_George",80,220,"2018",27,"OKC","NBA","SF",79,2891,18.7,0.57,0.454,0.307,2.7,14.9,8.6,14.5,2.8,1.2,12.2,25.7,5,3.9,8.9,0.147,2.3,0.6,2.9,3.6,1319,"OKC",78,47,31,36.6,13532.8,2.56,1.35,1.21,4.21,4.62,3.83,43,19508958,20703384,0
"879","Paul_George",80,220,"2019",28,"OKC","NBA","SF",77,2841,23.3,0.583,0.469,0.335,3.7,19.6,11.4,17.7,2.8,1,10,29.5,7,4.9,11.9,0.201,5.6,1.6,7.2,6.6,1320,"OKC",76,45,31,36.9,14221.8,2.69,1.4,1.29,4.09,4.59,3.65,8,30560700,33005556,0
"880","Paul_George",80,220,"2020",29,"LAC","NBA","SF",42,1222,20.5,0.582,0.494,0.277,1.9,18.1,10.2,21.2,2.2,1.4,13,29.6,1.9,2,3.9,0.153,3.4,1.1,4.5,2,1321,"LAC",42,30,12,29.1,11241.4,2.13,1.15,0.98,4.1,4.5,3.71,10,33005556,35450412,0
"881","Marcus_GeorgesHunt",77,216,"2017",22,"ORL","NBA","SG",5,48,10.2,0.614,0.286,1.429,2.2,18.7,10.2,8.3,1,0,14.9,12.3,0.1,0,0.1,0.107,-4,-0.5,-4.5,0,1109,"ORL",5,2,3,9.5,3510.4,0.66,0.37,0.29,4.18,4.48,4.11,551,25000,0,1
"883","Jonathan_Gibson",74,185,"2017",29,"DAL","NBA","PG",17,231,9.5,0.492,0.474,0.305,0.5,11.1,5.5,18.8,1.8,0,16.3,26.3,-0.3,0.2,-0.1,-0.03,-3.1,-0.7,-3.7,-0.1,844,"DAL",17,4,13,13.6,5246.5,0.99,0.56,0.43,4.4,4.89,3.89,487,469943,0,1
"884","Jonathan_Gibson",74,185,"2017",29,"DAL","NBA","PG",17,231,9.5,0.492,0.474,0.305,0.5,11.1,5.5,18.8,1.8,0,16.3,26.3,-0.3,0.2,-0.1,-0.03,-3.1,-0.7,-3.7,-0.1,845,"DAL",17,4,13,13.6,5246.5,0.99,0.56,0.43,4.4,4.89,3.89,478,543471,0,1
"893","Taj_Gibson",81,225,"2017",31,"TOT","NBA","PF",78,1989,15,0.543,0.018,0.223,8.6,17.9,13.2,5.9,1,2.6,11.9,19.3,1.6,2.5,4,0.097,-1.1,-0.4,-1.5,0.2,1514,"OKC",78,41,37,25.5,9280.5,1.76,0.95,0.81,4.16,4.42,3.88,119,8950000,0,1
"894","Taj_Gibson",81,225,"2018",32,"MIN","NBA","PF",82,2726,15.4,0.61,0.047,0.251,8.1,16.7,12.4,5.2,1.1,1.9,9.8,14.7,5.4,1.7,7.2,0.126,0.1,-0.7,-0.5,1,1515,"MIN",82,47,35,33.3,12295.1,2.33,1.25,1.08,4.21,4.36,4.05,82,1.4e+07,1.4e+07,0
"895","Taj_Gibson",81,225,"2019",33,"MIN","NBA","PF",70,1686,17.8,0.612,0.063,0.33,10.8,18.3,14.5,7.3,1.5,2,10.6,17.2,3.7,1.4,5.1,0.144,0.3,-0.4,-0.1,0.8,1516,"MIN",70,32,38,24.1,9541.5,1.81,0.96,0.85,4.2,4.42,3.97,88,1.4e+07,0,1
"896","Taj_Gibson",81,225,"2020",34,"NYK","NBA","C",62,1025,16.1,0.61,0.049,0.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,1.8,0.8,2.6,0.12,-0.7,-0.4,-1.1,0.2,1517,"NYK",62,21,41,16.5,6240.7,1.18,0.62,0.56,4.09,4.31,3.88,126,9800000,10290000,0
"899","Shai_GilgeousAlexander",77,181,"2019",20,"LAC","NBA","PG",82,2174,13.4,0.554,0.194,0.272,2.9,8.3,5.7,17.8,2.1,1.6,15,18.3,1.5,1.9,3.3,0.074,-0.9,0.4,-0.5,0.8,1461,"LAC",82,48,34,26.5,11132.4,2.11,1.14,0.97,4.48,4.8,4.15,254,3375360,3952920,0
"900","Shai_GilgeousAlexander",77,181,"2020",21,"OKC","NBA","SG",63,2214,17.8,0.566,0.237,0.339,2.3,16.4,9.6,14.8,1.5,1.7,9.8,23.7,2.9,2.6,5.5,0.12,1.4,0.2,1.6,2,1462,"OKC",63,39,24,35.1,13413.9,2.54,1.37,1.17,4.04,4.32,3.75,231,3952920,4141320,0
"904","Archie_Goodwin",77,200,"2017",22,"TOT","NBA","SG",15,214,18.7,0.651,0.227,0.636,3.5,10.3,6.9,18.5,0.9,1.8,14.2,19.8,0.6,0.1,0.7,0.153,2.2,-0.3,1.9,0.2,98,"BKN",15,8,7,14.3,5668.3,1.07,0.54,0.53,4.52,4.61,4.44,304,2094089,0,1
"905","Archie_Goodwin",77,200,"2017",22,"TOT","NBA","SG",15,214,18.7,0.651,0.227,0.636,3.5,10.3,6.9,18.5,0.9,1.8,14.2,19.8,0.6,0.1,0.7,0.153,2.2,-0.3,1.9,0.2,99,"BKN",15,8,7,14.3,5668.3,1.07,0.54,0.53,4.52,4.61,4.44,511,95600,0,1
"907","Brandon_Goodwin",72,180,"2020",24,"ATL","NBA","PG",34,430,11.7,0.507,0.458,0.158,2.7,15.5,9,18,1.3,0.8,12.5,22.4,-0.1,0.2,0.1,0.013,-1.5,-1.3,-2.9,-0.1,162,"ATL",34,13,21,12.7,5268.2,1,0.54,0.46,4.38,4.69,4.07,485,522738,1701593,0
"910","Aaron_Gordon",80,220,"2017",21,"ORL","NBA","SF",80,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2,1.7,3.7,0.077,-0.3,-0.7,-1,0.6,2,"ORL",80,29,51,28.7,11234.2,2.13,1.14,0.99,4.45,4.85,4.06,210,4351320,5504420,0
"911","Aaron_Gordon",80,220,"2018",22,"ORL","NBA","PF",58,1909,16.5,0.53,0.395,0.26,5,21.5,13.2,11.7,1.5,1.9,10,24.7,0.9,2,2.9,0.072,0.9,-0.6,0.3,1.1,3,"ORL",58,19,39,32.9,12792,2.42,1.35,1.07,4.46,5.05,3.88,188,5504420,0,1
"912","Aaron_Gordon",80,220,"2019",23,"ORL","NBA","PF",78,2633,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,0.3,0.3,0.6,1.7,4,"ORL",76,38,38,33.8,13509.5,2.56,1.44,1.12,4.28,4.75,3.79,40,21590909,19863636,0
"913","Aaron_Gordon",80,220,"2020",24,"ORL","NBA","PF",58,1914,14.8,0.511,0.311,0.28,5.6,19.6,12.4,17.2,1.3,1.7,10.3,20.6,1.2,2.2,3.3,0.084,-0.3,0.1,-0.3,0.8,5,"ORL",58,28,30,33,12995.1,2.46,1.36,1.1,4.2,4.65,3.76,53,19863636,18136364,0
"922","Eric_Gordon",75,215,"2017",28,"HOU","NBA","SG",75,2323,13.2,0.557,0.651,0.172,1.4,8.1,4.7,12.3,1,1.4,10,22.1,2.5,1.4,3.8,0.079,1.3,-1.4,-0.1,1.1,515,"HOU",75,50,25,31,10893.3,2.06,1.06,1,4,4.34,3.69,79,12385364,12943020,0
"923","Eric_Gordon",75,215,"2018",29,"HOU","NBA","SG",69,2154,15.2,0.578,0.627,0.248,1.3,7.5,4.4,11.7,1,1.1,10.8,24.7,2.9,1.8,4.7,0.105,2,-1.6,0.4,1.3,516,"HOU",69,55,14,31.2,10755.6,2.04,1.07,0.97,3.94,4.23,3.66,90,12943020,13500375,0
"924","Eric_Gordon",75,215,"2019",30,"HOU","NBA","SG",68,2158,12.2,0.549,0.64,0.162,0.9,6.9,3.8,9.4,0.9,1.1,8.2,22,1.7,1,2.6,0.059,0.5,-1.8,-1.3,0.4,517,"HOU",68,44,24,31.7,11147,2.11,1.12,0.99,3.75,3.97,3.52,95,13500375,14057730,0
"925","Eric_Gordon",75,215,"2020",31,"HOU","NBA","SG",34,972,10.5,0.511,0.658,0.235,0.9,6.2,3.5,7.8,1.1,1.1,6.9,22.1,0.2,0.5,0.7,0.037,-1.6,-2,-3.6,-0.4,518,"HOU",34,21,13,28.6,9934,1.88,0.95,0.93,3.69,3.95,3.45,88,14057730,16869276,0
"928","Treveon_Graham",77,223,"2017",23,"CHO","NBA","SG",27,189,10.6,0.612,0.375,0.375,2.9,10,6.4,4.7,1.6,0.5,6,11.8,0.3,0.2,0.4,0.108,-1.8,0.8,-1,0.1,1587,"CHA",27,10,17,7,2725.2,0.52,0.29,0.23,4.45,4.67,4.2,482,543471,905249,0
"929","Treveon_Graham",77,223,"2018",24,"CHO","NBA","SG",63,1050,9,0.553,0.439,0.267,4.3,8.3,6.2,7.8,1.5,0.2,9.9,11.3,1.1,0.7,1.8,0.08,-2.8,0.1,-2.7,-0.2,1588,"CHA",63,28,35,16.7,6703.9,1.27,0.68,0.59,4.59,4.79,4.38,427,1312611,0,1
"930","Treveon_Graham",77,223,"2019",25,"BRK","NBA","SG",35,715,6.1,0.458,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,-0.1,0.6,0.5,0.033,-3.7,0,-3.7,-0.3,1589,"BKN",35,19,16,20.4,8521.3,1.61,0.87,0.74,4.45,4.8,4.08,410,1512601,1645357,0
"931","Treveon_Graham",77,223,"2020",26,"TOT","NBA","SG",55,929,6.6,0.456,0.496,0.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,-0.2,0.4,0.2,0.009,-4.5,-1.1,-5.5,-0.8,1590,"ATL",55,21,34,16.9,6799.9,1.29,0.68,0.61,4.34,4.63,4.07,382,1678854,0,1
"934","Jerami_Grant",80,214,"2017",22,"TOT","NBA","PF",80,1531,10.1,0.556,0.354,0.448,2.7,12.1,7.4,4.2,1.1,4.1,10.1,12.1,1.1,1.8,2.9,0.091,-2.1,0.8,-1.3,0.3,766,"OKC",80,43,37,19.1,7227.4,1.37,0.72,0.65,4.31,4.64,4,418,980431,1051245,0
"935","Jerami_Grant",80,214,"2018",23,"OKC","NBA","PF",81,1647,16.2,0.607,0.241,0.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16,3.5,1.9,5.4,0.156,0,0.3,0.3,1,767,"OKC",80,48,32,20.3,7811.3,1.48,0.78,0.7,4.37,4.71,4.05,346,1524305,0,1
"936","Jerami_Grant",80,214,"2019",24,"OKC","NBA","PF",80,2612,13.8,0.592,0.356,0.269,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,4,3.3,7.3,0.134,-0.4,0.6,0.2,1.5,768,"OKC",79,47,32,32.6,13190.6,2.5,1.32,1.17,4.31,4.93,3.77,146,8653847,9346153,0
"937","Jerami_Grant",80,214,"2020",25,"DEN","NBA","PF",64,1676,14.2,0.585,0.394,0.308,3.5,11.6,7.5,6.7,1.3,2.9,8,17.8,2.4,1.7,4,0.116,-0.1,-0.4,-0.4,0.7,769,"DEN",64,42,22,26.2,10069.5,1.91,1.04,0.87,4.07,4.33,3.81,134,9346153,9346153,0
"948","Danny_Green",78,215,"2017",29,"SAS","NBA","SG",68,1807,10.1,0.537,0.693,0.071,2,11.8,7,9.6,2,2.6,14.1,13.5,0.4,3,3.4,0.09,-1,1.9,0.8,1.3,316,"SAS",67,51,16,26.5,10461.9,1.98,1.09,0.89,4.49,4.76,4.2,109,1e+07,1e+07,0
"949","Danny_Green",78,215,"2018",30,"SAS","NBA","SG",70,1791,11.4,0.509,0.57,0.116,2.5,13,7.7,8.9,1.8,3.7,11.2,16.6,0.1,2.9,2.9,0.078,-1,1.4,0.4,1.1,317,"SAS",70,40,30,25.6,10367.4,1.96,1.1,0.87,4.62,4.93,4.28,123,1e+07,1e+07,0
"950","Danny_Green",78,215,"2019",31,"TOR","NBA","SG",80,2216,13,0.632,0.69,0.07,3,12.2,7.7,7.7,1.6,2,10.4,14.1,3,2.9,5.9,0.128,1.1,0.8,2,2.2,318,"TOR",80,56,24,27.7,11703.9,2.22,1.16,1.06,4.5,4.78,4.22,134,1e+07,0,1
"951","Danny_Green",78,215,"2020",32,"LAL","NBA","SG",61,1529,11.1,0.564,0.704,0.104,3.2,11.3,7.3,7.3,2.4,1.7,10.8,13.8,1.1,2.4,3.4,0.108,-0.8,1.7,0.9,1.1,319,"LAL",61,48,13,25.1,10623.2,2.01,1.06,0.95,4.53,4.82,4.24,86,14634146,15365854,0
"956","Draymond_Green",78,230,"2017",26,"GSW","NBA","PF",76,2471,16.5,0.522,0.405,0.328,4.7,20.9,13.3,27.6,3,3.4,19.8,16.2,2.8,5.4,8.2,0.16,1,3.9,4.9,4.3,463,"GSW",76,62,14,32.5,11252.6,2.13,1.09,1.04,3.94,4.36,3.57,54,15330435,16400000,0
"957","Draymond_Green",78,230,"2018",27,"GSW","NBA","PF",70,2287,16.1,0.556,0.414,0.279,3.9,21.1,13.1,29,2,3.1,22.5,17.2,2.6,3.4,6.1,0.127,0.9,1.9,2.8,2.8,464,"GSW",70,48,22,32.7,11451.2,2.17,1.12,1.05,4.02,4.44,3.66,65,16400000,17469565,0
