"","x","name","season","team.x","gp.x","w","l","min.x","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year","team.y","age","gp.y","min.y","box_outs","off_box_outs","def_box_outs","team_reb_on_box_outs","player_reb_on_box_outs","x_box_outs_off","x_box_outs_def","x_team_reb_when_box_out","x_player_reb_when_box_out"
"1537",1537,"Thabo_Sefolosha","2019","UTA",49,28,21,12.2,4976.6,0.94,0.52,0.42,4.38,4.87,3.9,209,5250000,0,1,"HOU",36,41,10.6,1.5,0,1.5,0.7,0.2,1.6,98.4,82.9,25.7
"1539",1539,"Thaddeus_Young","2017","IND",73,40,33,30.3,11449.5,2.17,1.13,1.04,4.31,4.57,4.05,63,14153652,14796348,0,"IND",30,81,32.2,5,0.9,4.1,2.4,0.9,18.4,81.6,85.7,31.2
"1540",1540,"Thaddeus_Young","2018","IND",81,48,33,32.2,12305.5,2.33,1.2,1.13,4.36,4.56,4.16,76,14796348,13764045,0,"IND",31,81,30.7,4.1,0.8,3.3,1.9,0.7,18.8,81.2,86.7,32.8
"1541",1541,"Thaddeus_Young","2019","IND",81,47,34,30.7,12136.5,2.3,1.21,1.09,4.2,4.43,3.98,90,13764045,0,1,"CHI",31,64,24.9,2,0.4,1.6,0.9,0.5,19.4,80.6,88.2,42.6
"1545",1545,"Thomas_Bryant","2018","LAL",15,7,8,4.8,1890.1,0.36,0.19,0.16,4.5,5,3.86,454,815615,1378242,0,"WAS",21,72,20.8,4.2,0.6,3.6,2.2,0.9,14.5,85.5,90.9,36.9
"1546",1546,"Thomas_Bryant","2019","WAS",71,28,43,20.9,8239.6,1.56,0.83,0.73,4.22,4.53,3.92,417,1378242,0,1,"WAS",22,38,23.7,3.5,0.4,3,1.8,0.8,11.5,88.5,88.6,40.5
"1549",1549,"Thon_Maker","2017","MIL",57,31,26,9.9,4041.9,0.77,0.39,0.37,4.67,4.9,4.46,277,2568600,2684160,0,"MIL",21,74,16.7,4.3,0.5,3.9,1.9,0.4,10.6,89.4,86.7,19
"1550",1550,"Thon_Maker","2018","MIL",73,40,33,16.8,6711.6,1.27,0.63,0.65,4.57,4.65,4.49,264,2684160,2799720,0,"DET",22,64,15.2,2.9,0.2,2.6,1.3,0.4,8.2,91.8,83.5,24.7
"1551",1551,"Thon_Maker","2019","DET",64,44,20,15.2,6291.3,1.19,0.63,0.56,4.45,4.76,4.15,276,2799720,3569643,0,"DET",23,60,12.9,1.9,0.2,1.8,0.9,0.2,9.4,90.6,86.7,23.3
"1554",1554,"Tim_Frazier","2017","NOP",65,26,39,23.5,8927,1.69,0.9,0.79,4.33,4.73,3.95,306,2090000,2e+06,0,"WAS",27,59,14.2,0.6,0,0.6,0.3,0,5.6,94.4,87,8.7
"1555",1555,"Tim_Frazier","2018","WAS",59,31,28,14.2,5456.3,1.03,0.54,0.49,4.42,4.66,4.17,312,2e+06,0,1,"MIL",28,59,19,0.8,0.1,0.7,0.4,0.1,13,87,74.2,9.7
"1556",1556,"Tim_Frazier","2019","MIL",59,27,32,19,7825.8,1.48,0.8,0.68,4.37,4.77,3.98,388,1567007,0,1,"DET",29,27,13.1,0.3,0,0.3,0.3,0,0,100,87.5,12.5
"1558",1558,"Tim_Quarterman","2017","POR",16,6,10,5,1972.9,0.37,0.2,0.17,4.5,4.76,4.23,464,543471,905249,0,"HOU",23,3,4.3,0,0,0,0,0,0,0,0,0
"1560",1560,"Timofey_Mozgov","2017","LAL",54,16,38,20.4,7965.5,1.51,0.82,0.69,4.44,4.72,4.14,49,1.6e+07,15280000,0,"BKN",31,31,11.6,4.1,0.5,3.6,2.3,0.7,11.1,88.9,88.8,26.3
"1562",1562,"Timothe_LuwawuCabarrot","2017","PHI",69,23,46,17.3,7230.5,1.37,0.75,0.62,4.78,5.33,4.24,368,1326960,1386600,0,"PHI",23,52,15.5,1.3,0.1,1.2,0.7,0.1,4.5,95.5,90.5,14.3
"1563",1563,"Timothe_LuwawuCabarrot","2018","PHI",51,29,22,15.6,6617.5,1.25,0.69,0.57,4.83,5.37,4.3,386,1386600,1544951,0,"CHI",24,50,13.4,1.4,0.1,1.3,0.7,0.2,4.3,95.7,82.5,22.5
"1564",1564,"Timothe_LuwawuCabarrot","2019","CHI",50,25,25,13.4,5648.8,1.07,0.57,0.5,4.48,4.77,4.18,395,1544951,2529684,0,"BKN",25,39,17.2,1.5,0.1,1.4,0.9,0.2,3.4,96.6,89.5,21.1
"1565",1565,"Tobias_Harris","2017","DET",82,37,45,31.3,11769.3,2.23,1.21,1.01,4.29,4.7,3.88,37,17200000,1.6e+07,0,"LAC",25,80,33.4,5.9,0.4,5.5,2.5,0.8,6.8,93.2,84.5,26.2
"1566",1566,"Tobias_Harris","2018","LAC",80,39,41,33.4,13062,2.47,1.37,1.1,4.46,4.91,4,69,1.6e+07,14800000,0,"PHI",26,82,34.7,3.3,0.2,3.1,1.7,0.6,5.9,94.1,89.5,31.4
"1567",1567,"Tobias_Harris","2019","PHI",82,46,36,34.7,13779.1,2.61,1.44,1.17,4.22,4.64,3.81,81,14800000,0,1,"PHI",27,65,34.5,2.1,0.3,1.8,1.3,0.5,14.7,85.3,92,37.5
"1569",1569,"Tomas_Satoransky","2017","WAS",57,33,24,12.6,4996.4,0.95,0.49,0.45,4.51,4.76,4.27,269,2870813,3e+06,0,"WAS",26,73,22.5,1.3,0.3,1,0.8,0.1,23.1,76.9,83.1,15.5
"1570",1570,"Tomas_Satoransky","2018","WAS",73,39,34,22.5,9014.8,1.71,0.91,0.8,4.62,4.87,4.37,254,3e+06,3129187,0,"WAS",27,80,27,1.9,0.4,1.4,0.9,0.2,22.1,77.9,72.4,13.3
"1571",1571,"Tomas_Satoransky","2019","WAS",79,31,48,27,11416,2.16,1.16,1.01,4.5,4.93,4.1,264,3129187,0,1,"CHI",28,65,28.9,1.1,0.1,1,0.5,0.1,10,90,89.7,23.1
"1572",1572,"Tony_Allen","2017","MEM",71,36,35,26.9,9722.9,1.84,0.95,0.89,4.11,4.13,4.1,180,5505618,0,1,"NOP",36,22,12.4,1,0.4,0.6,0.6,0.2,40.9,59.1,76.5,23.5
"1573",1573,"Tony_Bradley","2018","UTA",9,6,3,3.2,1206.1,0.23,0.12,0.11,4.35,4.35,4.35,383,1414920,1679520,0,"UTA",21,3,12,2,0.7,1.3,0.3,0,33.3,66.7,50,0
"1574",1574,"Tony_Bradley","2019","UTA",3,2,1,12,4911.7,0.93,0.5,0.43,4.34,4.6,4.08,364,1679520,1962360,0,"UTA",22,50,10.7,2.4,0.5,2,1.6,0.9,19.7,80.3,91.9,52.3
"1576",1576,"Tony_Parker","2017","SAS",62,46,16,25.1,9899.5,1.87,1.08,0.8,4.5,4.94,4.03,60,14445313,15453126,0,"SAS",36,55,19.5,0.5,0,0.5,0.4,0.1,0,100,87,26.1
"1577",1577,"Tony_Parker","2018","SAS",55,32,23,19.5,8007.8,1.52,0.87,0.65,4.68,5.12,4.19,72,15453126,0,1,"CHA",37,56,17.9,0.6,0,0.5,0.3,0.1,3.2,96.8,78.3,13
"1579",1579,"Tony_Snell","2017","MIL",80,42,38,29.2,10281.1,1.95,0.96,0.99,4.02,4.02,4.02,286,2368327,0,1,"MIL",26,75,27.4,2.6,0,2.6,1.2,0.1,1,99,83.5,4.6
"1580",1580,"Tony_Snell","2018","MIL",74,42,32,27.4,9712.2,1.84,0.9,0.94,4.06,4.18,3.94,125,9821429,10607143,0,"MIL",27,74,17.6,1.1,0,1.1,0.6,0.1,1.3,98.7,87.2,10.6
"1581",1581,"Tony_Snell","2019","MIL",74,55,19,17.6,6991.8,1.32,0.69,0.63,4.2,4.5,3.91,126,10607143,11392857,0,"DET",28,59,27.8,1.6,0,1.6,0.6,0.1,0,100,84.4,13.3
"1583",1583,"Torrey_Craig","2019","DEN",75,50,25,20,8316.1,1.58,0.81,0.77,4.42,4.47,4.36,339,2e+06,2100000,0,"DEN",29,50,17.4,0.4,0.1,0.3,0.2,0.1,27.8,72.2,85.7,35.7
"1585",1585,"Trae_Young","2019","ATL",81,29,52,30.9,12751.7,2.42,1.37,1.05,4.37,4.98,3.76,204,5356440,6273000,0,"ATL",21,60,35.3,0.2,0,0.2,0.2,0.1,7.7,92.3,100,50
"1587",1587,"Treveon_Graham","2017","CHA",27,10,17,7,2725.2,0.52,0.29,0.23,4.45,4.67,4.2,482,543471,905249,0,"CHA",24,63,16.7,2.3,0.3,2,1.1,0.3,13.2,86.8,91.1,26.6
"1588",1588,"Treveon_Graham","2018","CHA",63,28,35,16.7,6703.9,1.27,0.68,0.59,4.59,4.79,4.38,427,1312611,0,1,"BKN",25,35,20.4,2.6,0.2,2.4,1.5,0.2,8.8,91.2,89.7,12.1
"1589",1589,"Treveon_Graham","2019","BKN",35,19,16,20.4,8521.3,1.61,0.87,0.74,4.45,4.8,4.08,410,1512601,1645357,0,"ATL",26,55,16.9,1.2,0.2,1,0.6,0.3,17.6,82.4,77.5,35
"1591",1591,"Trevor_Ariza","2017","HOU",80,53,27,34.7,12306.3,2.33,1.17,1.16,4.05,4.21,3.9,134,7806971,7420912,0,"HOU",33,67,33.9,2.2,0.1,2.1,1.4,0.3,5.4,94.6,92.2,17.5
"1592",1592,"Trevor_Ariza","2018","HOU",67,51,16,33.9,11833.1,2.24,1.14,1.11,3.98,4.03,3.94,148,7420912,0,1,"WAS",33,69,34,2.1,0.2,1.9,0.9,0.3,7.7,92.3,91.5,25.4
"1593",1593,"Trevor_Ariza","2019","WAS",68,21,47,34,12691.8,2.4,1.25,1.15,3.99,4.16,3.81,78,1.5e+07,0,1,"POR",34,53,28.2,0.8,0.1,0.8,0.4,0.1,8.9,91.1,95.7,34.8
"1595",1595,"Trevor_Booker","2017","BKN",70,18,52,24.8,9540.2,1.81,0.96,0.85,4.39,4.75,4.04,114,9250000,9125000,0,"IND",30,68,17,5.5,1.8,3.7,2.4,1,33,67,81.8,33
"1597",1597,"Trey_Burke","2017","WAS",57,35,22,12.3,4777.9,0.9,0.48,0.42,4.42,4.64,4.19,242,3386598,0,1,"NYK",25,36,21.8,0.4,0,0.4,0.2,0.1,0,100,88.9,22.2
"1598",1598,"Trey_Burke","2019","DAL",58,16,42,19.4,8033.9,1.52,0.81,0.71,4.4,4.71,4.09,352,1795015,0,1,"PHI",27,25,13.1,0.2,0,0.2,0.1,0,0,100,75,25
"1600",1600,"Trey_Lyles","2017","UTA",71,43,28,16.3,6029.7,1.14,0.62,0.52,4.21,4.43,3.97,288,2340600,2441400,0,"DEN",22,73,19.1,3.9,0.5,3.4,1.8,0.7,11.7,88.3,89.9,35.6
"1601",1601,"Trey_Lyles","2018","DEN",73,41,32,19.1,6896.3,1.31,0.72,0.59,4.16,4.52,3.79,276,2441400,3364249,0,"DEN",23,64,17.5,3.1,0.2,2.8,1.3,0.4,7.6,92.4,87.8,26.5
"1602",1602,"Trey_Lyles","2019","DEN",64,42,22,17.5,6732.5,1.28,0.7,0.57,4.08,4.42,3.73,255,3364249,0,1,"SAS",24,63,20.2,2,0.2,1.8,1.1,0.5,9.4,90.6,94.5,42.5
"1604",1604,"Tristan_Thompson","2017","CLE",78,50,28,29.9,11304.2,2.14,1.13,1.01,4.3,4.48,4.11,55,15330435,16400000,0,"CLE",27,53,20.2,6.2,2,4.2,3.3,1.3,31.9,68.1,81.9,32.9
"1605",1605,"Tristan_Thompson","2018","CLE",53,27,26,20.2,7997.4,1.51,0.81,0.71,4.5,4.79,4.21,66,16400000,17469565,0,"CLE",28,43,27.9,8.5,1.7,6.8,3.8,1.7,20.4,79.6,83.2,37.1
"1606",1606,"Tristan_Thompson","2019","CLE",43,8,35,27.9,10613.3,2.01,1.11,0.9,4.15,4.31,3.96,62,17469565,18539130,0,"CLE",29,57,30.2,4.8,1.1,3.7,2.8,1.4,22.5,77.5,89,44.5
"1608",1608,"Troy_Daniels","2017","MEM",67,33,34,17.7,6670,1.26,0.71,0.56,4.3,4.6,3.97,245,3332940,3408520,0,"PHX",26,79,20.5,1.1,0.1,1,0.6,0.1,6,94,81.8,16.4
"1609",1609,"Troy_Daniels","2018","PHX",79,20,59,20.5,8272.2,1.57,0.86,0.7,4.59,5.09,4.1,234,3408520,3258540,0,"PHX",27,51,14.9,0.7,0,0.7,0.4,0,5.6,94.4,95.5,0
"1610",1610,"Troy_Daniels","2019","PHX",51,13,38,14.9,6143,1.16,0.64,0.53,4.36,4.81,3.92,260,3258539,0,1,"DEN",28,42,10.9,0.6,0.1,0.5,0.5,0.1,13,87,95,20
"1613",1613,"Troy_Williams","2017","HOU",30,19,11,18.6,7120.5,1.35,0.73,0.62,4.37,4.68,4.07,472,543471,905249,0,"NYK",23,21,14.6,0.5,0.1,0.5,0.3,0.1,9.1,90.9,87.5,12.5
"1614",1614,"Troy_Williams","2018","NYK",21,7,14,14.6,5806.2,1.1,0.58,0.51,4.63,4.88,4.38,358,1471382,1544951,0,"SAC",24,21,14.9,0.3,0,0.3,0.1,0.1,0,100,100,33.3
"1621",1621,"Tyler_Dorsey","2018","ATL",56,15,41,17.4,6824.9,1.29,0.68,0.61,4.49,4.65,4.31,450,815615,1378242,0,"MEM",23,48,14.5,0.6,0,0.5,0.3,0.1,7.1,92.9,94.1,23.5
"1623",1623,"Tyler_Ennis","2017","LAL",53,28,25,11.1,4435.2,0.84,0.45,0.39,4.55,5.05,4.08,321,1733880,0,1,"LAL",23,54,12.7,0.8,0,0.8,0.5,0,2.3,97.7,81.8,6.1
"1626",1626,"Tyler_Johnson","2017","MIA",73,35,38,29.8,11432.2,2.17,1.18,0.99,4.37,4.62,4.09,178,5628000,5881260,0,"MIA",26,72,28.5,0.9,0,0.9,0.6,0.1,3,97,88.9,22.2
"1627",1627,"Tyler_Johnson","2018","MIA",71,38,33,28.5,11234.1,2.13,1.13,1,4.48,4.65,4.3,181,5881260,19245370,0,"PHX",27,57,26.8,1,0,1,0.6,0.1,0,100,82.5,17.5
"1628",1628,"Tyler_Johnson","2019","PHX",57,26,31,26.8,11038.9,2.09,1.16,0.93,4.36,4.77,3.93,48,19245370,19245370,0,"PHX",28,31,16.6,0.3,0,0.3,0.1,0,0,100,66.7,16.7
"1630",1630,"Tyler_Lydon","2018","DEN",1,1,0,2.2,897,0.17,0.11,0.06,5.53,4.28,7.8,338,1579440,1874640,0,"DEN",23,25,3.7,0.6,0,0.6,0.1,0.1,0,100,100,66.7
"1632",1632,"Tyler_Ulis","2017","PHX",59,14,45,18.7,7180.8,1.36,0.71,0.65,4.4,4.72,4.11,433,918369,905249,0,"PHX",22,71,23.4,0.8,0,0.8,0.7,0.1,0,100,95.8,14.6
"1633",1633,"Tyler_Ulis","2018","PHX",71,20,51,23.4,9101.4,1.72,0.89,0.83,4.44,4.67,4.21,400,1312611,1544951,0,"CHI",23,1,0.8,0,0,0,0,0,0,0,0,0
"1634",1634,"Tyler_Zeller","2017","BOS",51,32,19,10.3,3842,0.73,0.38,0.35,4.27,4.53,4.01,133,8e+06,8e+06,0,"MIL",28,66,16.8,4.7,0.6,4.1,2.3,0.8,12.8,87.2,86.1,28.9
"1635",1635,"Tyreke_Evans","2017","SAC",40,17,23,19.7,6832.1,1.29,0.71,0.58,3.95,4.38,3.52,106,10203755,0,1,"MEM",28,52,30.9,0.9,0,0.9,0.5,0.2,4.2,95.8,87.5,34.4
"1636",1636,"Tyreke_Evans","2018","MEM",52,19,33,30.9,10670.6,2.02,1.12,0.9,3.94,4.3,3.56,241,3290000,0,1,"IND",29,69,20.3,0.4,0,0.4,0.3,0.1,3.8,96.2,100,38.9
"1638",1638,"Tyrone_Wallace","2019","LAC",62,34,28,10.1,4467.3,0.85,0.45,0.39,4.61,5.21,4.07,444,1349383,1588231,0,"ATL",25,14,11.5,0.2,0,0.2,0.1,0.1,0,100,100,50
"1639",1639,"Tyson_Chandler","2017","PHX",45,14,31,27.3,9417,1.78,0.94,0.85,3.93,4.18,3.69,78,12415000,1.3e+07,0,"PHX",35,46,25,8.2,1.9,6.3,4,1.7,23.1,76.9,84,36.5
"1640",1640,"Tyson_Chandler","2018","PHX",46,15,31,25,8619.2,1.63,0.86,0.77,3.93,4.13,3.72,88,1.3e+07,13585000,0,"LAL",36,55,15.9,5.2,0.7,4.5,2.6,1,13,87,87.4,33.5
"1641",1641,"Tyson_Chandler","2019","LAL",55,26,29,15.9,5850.8,1.11,0.58,0.53,3.9,4.11,3.71,92,13585000,0,1,"HOU",37,26,8.4,1.4,0.3,1.1,1,0.4,24.3,75.7,92.6,40.7
"1643",1643,"Tyus_Jones","2017","MIN",60,23,37,12.9,4931.9,0.93,0.5,0.43,4.35,4.62,4.09,366,1339680,1397400,0,"MIN",22,82,17.9,0.5,0,0.5,0.3,0.1,2.5,97.5,81.5,18.5
"1644",1644,"Tyus_Jones","2018","MIN",82,47,35,17.9,7070.8,1.34,0.72,0.62,4.5,4.71,4.27,362,1471382,2444053,0,"MIN",23,68,22.9,0.3,0,0.3,0.2,0,0,100,82.4,5.9
"1645",1645,"Tyus_Jones","2019","MIN",68,29,39,22.9,9252.5,1.75,0.96,0.79,4.28,4.64,3.9,297,2444053,0,1,"MEM",24,65,19,0.2,0,0.2,0.1,0,0,100,88.9,22.2
"1647",1647,"Udonis_Haslem","2017","MIA",16,6,10,8.1,2733.6,0.52,0.28,0.23,3.83,3.88,3.67,219,4e+06,0,1,"MIA",38,14,5.1,0.6,0,0.6,0.3,0,0,100,100,0
"1648",1648,"Udonis_Haslem","2018","MIA",14,9,5,5.1,1617.3,0.31,0.17,0.14,3.61,3.63,3.58,287,2328652,0,1,"MIA",39,10,7.5,1.3,0.1,1.2,0.9,0.2,7.7,92.3,100,22.2
"1649",1649,"Udonis_Haslem","2019","MIA",10,8,2,7.5,2676.8,0.51,0.27,0.24,3.82,4.08,3.57,305,2393887,0,1,"MIA",39,3,6.9,0.7,0,0.7,0.3,0.3,0,100,100,100
"1652",1652,"Victor_Oladipo","2017","OKC",67,39,28,33.2,12393.7,2.35,1.19,1.15,4.25,4.53,4,151,6552960,2.1e+07,0,"IND",26,75,34,1.6,0.1,1.4,1.1,0.3,8.5,91.5,92.2,24.4
"1653",1653,"Victor_Oladipo","2018","IND",75,48,27,34,13279.3,2.52,1.32,1.2,4.45,4.75,4.15,38,2.1e+07,2.1e+07,0,"IND",27,36,31.9,1.2,0,1.2,0.9,0.2,0,100,94.3,17.1
"1654",1654,"Victor_Oladipo","2019","IND",36,25,11,31.9,12789.2,2.42,1.28,1.15,4.28,4.58,3.99,42,2.1e+07,2.1e+07,0,"IND",28,13,26,0.9,0.1,0.8,0.5,0.1,8.3,91.7,54.5,9.1
"1656",1656,"Vince_Carter","2017","MEM",73,36,37,24.6,8545.7,1.62,0.89,0.73,3.95,4.17,3.7,309,4264057,0,1,"SAC",41,58,17.7,2.7,0.2,2.5,1.4,0.5,7,93,93.1,29.9
"1657",1657,"Vince_Carter","2018","SAC",58,20,38,17.7,6107.3,1.16,0.63,0.53,3.97,4.2,3.72,138,8e+06,0,1,"ATL",42,76,17.5,2.5,0.1,2.4,1.3,0.4,5.2,94.8,90.9,25.5
"1658",1658,"Vince_Carter","2019","ATL",76,25,51,17.5,6697.3,1.27,0.68,0.59,4.02,4.46,3.62,313,2393887,0,1,"ATL",43,60,14.6,1.6,0.1,1.5,0.8,0.3,4.2,95.8,78.1,26.6
"1661",1661,"Wayne_Ellington","2017","MIA",62,35,27,24.2,9160,1.73,0.96,0.77,4.32,4.64,3.97,432,923670,0,1,"MIA",30,77,26.5,1.1,0.1,1.1,0.7,0.1,4.7,95.3,88.7,9.7
"1662",1662,"Wayne_Ellington","2017","MIA",62,35,27,24.2,9160,1.73,0.96,0.77,4.32,4.64,3.97,165,6e+06,6270000,0,"MIA",30,77,26.5,1.1,0.1,1.1,0.7,0.1,4.7,95.3,88.7,9.7
"1663",1663,"Wayne_Ellington","2018","MIA",76,41,35,26.6,10160.2,1.92,1.07,0.86,4.36,4.7,3.99,167,6270000,0,1,"DET",31,53,24.5,0.6,0,0.6,0.4,0.1,0,100,83.3,16.7
"1664",1664,"Wayne_Ellington","2019","DET",53,26,27,24.5,9688,1.83,1.03,0.81,4.28,4.69,3.85,186,6270000,0,1,"NYK",32,36,15.5,0.3,0,0.3,0.3,0,0,100,90.9,9.1
"1666",1666,"Wayne_Selden","2018","MEM",35,10,25,19.8,7412.1,1.4,0.77,0.64,4.28,4.57,3.97,392,1312611,1544951,0,"CHI",24,75,19.2,1.1,0,1.1,0.5,0.1,1.2,98.8,78.3,13
"1669",1669,"Wesley_Johnson","2017","LAC",68,40,28,11.9,4373.4,0.83,0.44,0.39,4.18,4.4,3.97,179,5628000,5881260,0,"LAC",30,74,20.1,1.6,0.1,1.6,1,0.2,4.1,95.9,91.4,21
"1670",1670,"Wesley_Johnson","2018","LAC",74,38,36,20.1,7464.6,1.41,0.72,0.7,4.23,4.37,4.1,182,5881260,6134000,0,"WAS",31,38,14.1,0.8,0,0.8,0.3,0.1,0,100,80,13.3
"1672",1672,"Wesley_Matthews","2017","DAL",72,28,44,34.1,12296.6,2.33,1.28,1.05,4.1,4.31,3.87,40,17100000,17900000,0,"DAL",31,63,33.8,3,0.1,2.9,1.5,0.2,4.8,95.2,86.1,10.2
"1673",1673,"Wesley_Matthews","2018","DAL",63,20,43,33.8,12476.2,2.36,1.31,1.05,4.2,4.48,3.91,53,17884176,18622514,0,"IND",32,69,30.3,1.8,0.1,1.8,1,0.2,3.2,96.8,81.5,13.6
"1674",1674,"Wesley_Matthews","2019","IND",69,27,42,30.3,11804.1,2.24,1.22,1.02,4.14,4.41,3.85,55,18622514,0,1,"MIL",33,62,24.7,1.5,0.1,1.4,0.9,0.2,7.6,92.4,88.1,22.4
"1676",1676,"Will_Barton","2017","DEN",59,30,29,28.5,10446.4,1.98,1.08,0.9,4.18,4.6,3.77,236,3533333,3533333,0,"DEN",27,81,33.1,0.8,0,0.7,0.4,0.1,4.9,95.1,78.9,18.4
"1677",1677,"Will_Barton","2018","DEN",81,46,35,33.1,12052.6,2.28,1.24,1.04,4.21,4.57,3.85,229,3533333,0,1,"DEN",28,43,27.7,0.6,0,0.6,0.3,0.1,0,100,73.7,26.3
"1678",1678,"Will_Barton","2019","DEN",43,27,16,27.6,10791.3,2.04,1.11,0.94,4.17,4.48,3.86,114,11830358,12960000,0,"DEN",29,58,33,0.3,0,0.3,0.3,0.1,0,100,100,43.8
"1681",1681,"Willie_CauleyStein","2017","SAC",75,29,46,18.9,7097.6,1.34,0.71,0.63,4.27,4.47,4.06,235,3551160,3704160,0,"SAC",24,73,28,5.1,0.5,4.6,2.5,1,9.5,90.5,91.8,38.8
"1682",1682,"Willie_CauleyStein","2018","SAC",73,23,50,28,10600.9,2.01,1.07,0.94,4.31,4.59,4.04,227,3704160,4696875,0,"SAC",25,81,27.3,6.1,0.5,5.6,3.5,1.4,8.5,91.3,91,35.9
"1683",1683,"Willie_CauleyStein","2019","SAC",81,39,42,27.3,10641.7,2.02,1.03,0.98,4.16,4.49,3.86,218,4696875,0,1,"DAL",26,54,20.3,3.5,0.2,3.3,1.9,0.7,4.8,95.2,93.6,33.9
"1685",1685,"Willie_Reed","2017","MIA",71,39,32,14.5,5225.3,0.99,0.51,0.48,4.11,4.18,4.03,407,1015696,1087745,0,"LAC",28,42,10.2,3.4,0.7,2.8,1.5,0.5,19.4,80.6,86.3,30.1
"1687",1687,"Willy_Hernangomez","2017","NYK",72,27,45,18.4,7116.2,1.35,0.72,0.62,4.4,4.69,4.11,361,1375000,1435750,0,"CHA",24,48,10.3,3,0.8,2.1,1.6,0.8,28.7,71.3,87.2,46.5
"1688",1688,"Willy_Hernangomez","2018","CHA",48,20,28,10.3,3947.9,0.75,0.4,0.35,4.38,4.72,4.05,380,1435750,1544951,0,"CHA",25,58,14,3.3,0.4,2.9,1.9,0.8,12.9,87.1,93.9,41.7
"1689",1689,"Willy_Hernangomez","2019","CHA",58,31,27,14,5756.2,1.09,0.6,0.49,4.38,4.81,3.94,405,1544951,1701735,0,"CHA",26,31,12.1,1.4,0.3,1.1,0.9,0.6,21.4,78.6,84.4,53.1
"1690",1690,"Wilson_Chandler","2017","DEN",70,34,36,30.9,10906.6,2.07,1.11,0.95,4.02,4.31,3.72,94,11200000,1.2e+07,0,"DEN",31,74,31.7,2.5,0.6,1.8,1.2,0.5,24.9,75.1,84,32.1
"1691",1691,"Wilson_Chandler","2018","DEN",74,41,33,31.7,11196.7,2.12,1.11,1.01,4.04,4.18,3.89,98,12016854,12800562,0,"LAC",32,51,23.1,2.1,0.1,2,0.9,0.4,5.6,94.4,96,38
"1692",1692,"Wilson_Chandler","2019","LAC",50,35,15,22.9,9053.5,1.71,0.91,0.8,4.21,4.57,3.86,100,12800562,0,1,"BKN",33,35,21,1.9,0,1.9,1.1,0.4,1.5,98.5,88.6,31.8
"1694",1694,"Yogi_Ferrell","2017","DAL",46,18,28,26,10053.1,1.9,1.04,0.87,4.4,4.69,4.1,510,1e+05,0,1,"DAL",25,82,27.8,1.7,0,1.7,1.1,0.1,0,100,89.8,6.1
"1695",1695,"Yogi_Ferrell","2017","DAL",46,18,28,26,10053.1,1.9,1.04,0.87,4.4,4.69,4.1,486,495518,905249,0,"DAL",25,82,27.8,1.7,0,1.7,1.1,0.1,0,100,89.8,6.1
"1696",1696,"Yogi_Ferrell","2018","DAL",82,24,58,27.8,10791.7,2.04,1.12,0.93,4.42,4.72,4.1,407,1312611,0,1,"SAC",26,71,15,0.5,0,0.5,0.4,0.1,0,100,96.6,17.2
"1697",1697,"Yogi_Ferrell","2019","SAC",71,33,38,15,6300.3,1.19,0.65,0.54,4.43,4.91,3.95,269,3e+06,3150000,0,"SAC",27,44,11,0.3,0,0.3,0.1,0,0,100,100,0
"1699",1699,"Zach_Collins","2018","POR",66,41,25,15.8,5736.1,1.09,0.59,0.5,4.15,4.32,3.98,250,3057240,3628920,0,"POR",21,77,17.6,4.7,0.6,4.1,2.7,0.9,13.5,86.5,90.5,30.3
"1700",1700,"Zach_Collins","2019","POR",77,51,26,17.6,6958.8,1.32,0.73,0.58,4.18,4.42,3.91,242,3628920,4240200,0,"POR",22,3,28.8,4.7,1.3,3.3,3,1.7,28.6,71.4,100,55.6
"1702",1702,"Zach_LaVine","2017","MIN",47,16,31,37.2,14327.9,2.71,1.46,1.26,4.39,4.66,4.11,295,2240880,3202217,0,"CHI",23,24,27.3,1,0.1,0.9,0.6,0.3,8.3,91.7,100,42.9
"1703",1703,"Zach_LaVine","2018","CHI",24,9,15,27.4,10967.7,2.08,1.12,0.96,4.6,5.05,4.17,245,3202217,0,1,"CHI",24,63,34.5,1.2,0.1,1.1,0.8,0.2,7.8,92.2,89.1,18.2
"1704",1704,"Zach_LaVine","2019","CHI",62,16,46,34.4,14211.2,2.69,1.48,1.22,4.43,4.86,3.99,47,19500000,19500000,0,"CHI",25,60,34.8,0.9,0.1,0.8,0.5,0.1,7.7,92.3,88.2,26.5
"1706",1706,"Zach_Randolph","2017","MEM",73,38,35,24.5,8471.1,1.6,0.86,0.74,3.94,3.99,3.88,104,10361445,0,1,"SAC",36,59,25.6,6,1.8,4.2,3.3,1.3,29.5,70.5,84.7,34.1
"1708",1708,"Zaza_Pachulia","2017","GSW",70,58,12,18.1,6674.3,1.26,0.63,0.64,4.2,4.55,3.91,267,2898000,0,1,"GSW",34,69,14.1,4,0.8,3.2,2.1,0.8,19.6,80.4,85,30.1
"1709",1709,"Zaza_Pachulia","2018","GSW",69,47,22,14.1,5235,0.99,0.5,0.49,4.25,4.56,3.98,233,3477600,0,1,"DET",35,68,12.9,4.5,0.9,3.6,2.4,0.8,19.2,80.5,84.8,27.7
