"","name","height","weight","season","age.x","team.x","lg","pos","g","mp","per","ts","x3p_ar","f_tr","orb","drb","trb","ast","stl","blk","tov","usg","ows","dws","ws","ws_48","obpm","dbpm","bpm","vorp","x","team.y","gp.x","w.x","l.x","min.x","dist_miles","avg_speed","rk","salary_current","contract_year","team.x.x","age.y","gp.y","min.y","box_outs","off_box_outs","def_box_outs","team_reb_on_box_outs","player_reb_on_box_outs","x_box_outs_off","x_box_outs_def","x_team_reb_when_box_out","x_player_reb_when_box_out","team.y.y","w.y","l.y","min","pts","touches","front_ct_touches","time_of_poss","avg_sec_per_touch","avg_drib_per_touch","pts_per_touch","elbow_touches","post_ups","paint_touches","pts_per_elbow_touch","pts_per_post_touch","pts_per_paint_touch"
"2409","Anthony_Tolliver",80,240,"2017",31,"SAC","NBA","PF",65,1477,11.1,0.595,0.655,0.234,4,14.4,9.3,7.7,1.2,1.2,12.6,13.6,1.5,0.8,2.3,0.075,-0.1,-0.8,-1,0.4,91,"SAC",65,26,39,22.7,1.63,4.3,130,8e+06,0,"DET",33,79,22.2,4.2,0.4,3.7,1.9,0.5,10.7,89,84.5,22.4,"DET",37,42,22.2,8.9,46.1,20.4,1,1.34,0.28,0.193,0.7,0.1,1,0.107,0.667,0.772
"2410","Anthony_Tolliver",80,240,"2018",32,"DET","NBA","PF",79,1757,13.9,0.663,0.773,0.282,3.1,12.3,7.6,7.5,0.9,1.1,9.9,14.8,3.8,1.5,5.3,0.146,1.2,-0.3,0.9,1.3,92,"DET",79,37,42,22.2,1.68,4.55,313,2e+06,1,"MIN",34,65,16.6,2.6,0.1,2.5,1.1,0.3,4.7,95.3,88.1,26.2,"MIN",27,38,16.6,5,22.2,12.2,0.5,1.37,0.32,0.226,0.4,0.2,0.7,0.32,0.125,0.512
"2411","Anthony_Tolliver",80,240,"2018",32,"DET","NBA","PF",79,1757,13.9,0.663,0.773,0.282,3.1,12.3,7.6,7.5,0.9,1.1,9.9,14.8,3.8,1.5,5.3,0.146,1.2,-0.3,0.9,1.3,93,"DET",79,37,42,22.2,1.68,4.55,243,3290000,1,"MIN",34,65,16.6,2.6,0.1,2.5,1.1,0.3,4.7,95.3,88.1,26.2,"MIN",27,38,16.6,5,22.2,12.2,0.5,1.37,0.32,0.226,0.4,0.2,0.7,0.32,0.125,0.512
"2412","Anthony_Tolliver",80,240,"2019",33,"MIN","NBA","PF",65,1079,8.6,0.571,0.83,0.232,1.5,16.2,8.8,5.5,0.8,1.7,11.2,12.5,0.6,0.5,1.2,0.052,-1.7,-0.7,-2.4,-0.1,94,"MIN",65,27,38,16.6,1.29,4.32,195,5750000,1,"MEM",34,47,15.6,2.3,0.1,2.2,1.1,0.3,5.5,94.5,96.2,30.8,"MEM",22,25,15.6,3.5,18.7,10.3,0.4,1.41,0.32,0.188,0.6,0.1,0.9,0.143,0,0.545
"2419","KarlAnthony_Towns",83,248,"2017",21,"MIN","NBA","C",82,3030,25.9,0.618,0.186,0.289,11.2,27.8,19.4,13.2,0.9,2.9,11.3,27.5,9.9,2.8,12.7,0.201,5.5,-0.7,4.7,5.2,923,"MIN",82,31,51,37,2.53,4.11,170,5960160,0,"MIN",22,82,35.6,7.7,1.2,6.5,4.5,2.3,15.6,84.4,91.4,46.8,"MIN",47,35,35.6,21.3,69.4,42.3,2,1.75,0.53,0.306,3.6,6.5,6.2,0.622,0.675,1.079
"2420","KarlAnthony_Towns",83,248,"2018",22,"MIN","NBA","C",82,2918,24.9,0.646,0.243,0.343,9.3,30.9,20,10.8,1.1,3.5,10.5,22.9,10.6,3.4,14,0.23,4.9,0.2,5.1,5.2,924,"MIN",82,47,35,35.6,2.41,4.07,169,6216840,0,"MIN",23,77,33,5.5,0.7,4.8,2.7,1.3,12.6,87.4,89.3,42.9,"MIN",34,43,33,24.4,73.3,44.8,2.4,1.99,0.66,0.333,3.6,12.9,6.5,0.568,0.543,0.964
"2421","KarlAnthony_Towns",83,248,"2019",23,"MIN","NBA","C",77,2545,26.3,0.622,0.27,0.342,10.9,29.3,20,17.2,1.3,4.2,13.7,28.9,7.2,3.2,10.4,0.197,5.4,0.6,6,5.1,925,"MIN",77,34,43,33,2.36,4.01,163,7839435,0,"MIN",24,35,33.9,3.4,0.4,3,2.1,1.2,11.7,88.3,90.1,50.6,"MIN",10,25,33.9,26.5,69.5,47.8,2.3,2.01,0.79,0.381,3.3,7.9,5.7,0.491,0.554,1.05
"2432","PJ_Tucker",77,245,"2017",31,"TOT","NBA","SF",81,2236,10.5,0.516,0.407,0.193,5.6,17.7,11.6,6,2.5,0.7,11.2,11.2,1.4,2.2,3.6,0.078,-1.5,1.2,-0.3,1,1286,"TOR",79,34,45,27.6,1.86,4.05,187,5300000,1,"HOU",33,82,27.8,4.9,0.8,4,2.5,0.9,17,83,86.4,29.8,"HOU",65,17,27.8,6.1,32.3,15.9,0.7,1.38,0.56,0.19,0.6,0.1,1.4,0.042,0,0.518
"2433","PJ_Tucker",77,245,"2018",32,"HOU","NBA","PF",82,2281,8.3,0.537,0.703,0.136,4.6,17.8,11.3,4.6,1.7,1,13.7,10.5,1,3,3.9,0.082,-1.9,0.8,-1.1,0.5,1287,"HOU",82,65,17,27.8,1.88,4.06,144,7590035,0,"HOU",34,82,34.2,6.1,1,5.1,2.9,1.1,15.9,84.1,83.9,31.5,"HOU",53,29,34.2,7.3,35.7,18.9,0.8,1.29,0.51,0.205,0.7,0.1,1.8,0.407,0,0.384
"2434","PJ_Tucker",77,245,"2019",33,"HOU","NBA","PF",82,2802,9.2,0.547,0.74,0.113,4.7,14.4,9.5,4.6,2.3,1.2,10.3,9.5,2,3,5,0.086,-1.6,1,-0.6,1,1288,"HOU",82,53,29,34.2,2.41,3.98,160,7969537,0,"HOU",35,64,34.4,3.7,0.4,3.4,2.1,0.8,9.6,90,89.5,34,"HOU",40,24,34.4,7.1,39.9,18.5,0.9,1.31,0.45,0.179,1.2,0,1.9,0.213,0,0.633
"2443","Evan_Turner",78,220,"2017",28,"POR","NBA","SF",65,1658,11.4,0.491,0.214,0.187,2.4,14.2,8.3,18.4,1.6,1.2,14.3,18.5,0,1.2,1.2,0.035,-2.3,-0.1,-2.5,-0.2,529,"POR",65,34,31,25.5,1.8,4.24,47,16393443,0,"POR",29,79,25.7,1.7,0.1,1.7,1,0.2,3.6,96.4,86.2,20.2,"POR",48,31,25.7,8.2,38.7,21.3,2.4,3.71,2.82,0.212,0.2,1.8,0.8,0.737,0.65,0.896
"2444","Evan_Turner",78,220,"2018",29,"POR","NBA","SF",79,2034,9.9,0.52,0.229,0.185,1.6,11.4,6.5,12.4,1.1,1.2,13.7,15.6,0.5,2.1,2.6,0.061,-2.9,0.4,-2.5,-0.3,530,"POR",79,48,31,25.7,1.8,4.21,58,17131148,0,"POR",30,73,22,1.1,0,1,0.6,0.1,3.9,96.1,87.5,22.9,"POR",47,26,22,6.8,48.6,18.6,3.8,4.74,4.04,0.139,0.5,1.8,1.2,0.424,0.679,0.824
"2445","Evan_Turner",78,220,"2019",30,"POR","NBA","PG",73,1605,11.6,0.504,0.117,0.239,2.5,18.9,10.9,23.6,1,0.9,18.9,15.9,0.5,1.5,2,0.06,-1.8,0.5,-1.3,0.3,531,"POR",73,47,26,22,1.58,4.02,60,17868852,0,"MIN",31,19,13.2,0.7,0,0.7,0.4,0.1,0,100,100,12.5,"MIN",3,16,13.2,3.3,26.8,10.5,1.9,4.23,3.52,0.122,0.2,0.6,0.7,0.667,0.417,0.769
"2448","Myles_Turner",83,250,"2017",20,"IND","NBA","C",81,2541,18.5,0.585,0.132,0.349,6.2,19.6,13,6.6,1.5,5.9,9.5,19.5,4.3,3.7,8,0.151,-0.1,1.1,1.1,2,1227,"IND",80,42,38,31.5,2.18,4.16,283,2463840,0,"IND",22,65,28.2,8.6,0.8,7.8,4.8,1.3,8.9,91.1,86.1,22.8,"IND",39,26,28.2,12.7,48.9,27.9,1.1,1.4,0.34,0.26,3.4,2.4,3.7,0.498,0.619,0.849
"2449","Myles_Turner",83,250,"2018",21,"IND","NBA","C",65,1836,16.6,0.567,0.246,0.322,5.8,19.8,12.8,7,1,5.7,11.6,20,2.2,2.5,4.7,0.122,-0.6,0.4,-0.2,0.8,1228,"IND",65,39,26,28.3,2.01,4.29,267,2569920,0,"IND",23,74,28.6,6.6,0.5,6,3.5,1.3,7.8,92.2,88.3,31.5,"IND",43,31,28.6,13.3,50.4,29.4,1.2,1.44,0.46,0.264,3.5,2.3,4.3,0.69,0.626,0.867
"2450","Myles_Turner",83,250,"2019",22,"IND","NBA","C",74,2119,18,0.567,0.251,0.258,5.4,22,13.9,8,1.4,8.4,10.3,20,1.9,4.4,6.3,0.144,0,2.4,2.5,2.4,1229,"IND",74,43,31,28.6,2.07,4.07,252,3410284,0,"IND",24,55,29.6,3,0.2,2.9,1.8,0.6,5.4,94.6,90.2,27.7,"IND",32,23,29.6,11.8,39.7,22.9,1,1.46,0.51,0.298,1.9,2.2,3.1,0.608,0.837,0.913
"2457","Ekpe_Udoh",82,245,"2018",30,"UTA","NBA","C",63,810,15.2,0.56,0.008,0.467,9.6,11.4,10.5,9.1,2.7,7.7,12.1,9.1,1.3,1.8,3.2,0.187,-1.3,4.4,3.1,1.1,495,"UTA",63,36,27,12.8,0.9,4.23,246,3200000,0,"UTA",32,51,6.3,2,0.1,1.9,0.9,0.2,4.9,95.1,88.7,20.8,"UTA",35,16,6.3,2.3,10.2,5.9,0.3,1.51,0.44,0.228,1,0.4,2.1,0.453,0.333,1
"2459","Tyler_Ulis",70,160,"2017",21,"PHO","NBA","PG",61,1123,13,0.474,0.181,0.162,1.9,7.5,4.6,30.5,2,0.4,14.1,20.3,0.3,0.4,0.7,0.029,-0.9,-1.4,-2.4,-0.1,1632,"PHX",59,14,45,18.7,1.36,4.4,433,918369,0,"PHX",22,71,23.4,0.8,0,0.8,0.7,0.1,0,100,95.8,14.6,"PHX",20,51,23.4,7.8,54.2,17.7,4.6,5.14,5.38,0.144,0.4,0,0.3,0.16,0,0.389
"2460","Tyler_Ulis",70,160,"2018",22,"PHO","NBA","PG",71,1658,10.1,0.465,0.265,0.183,1.5,6.8,4.1,28,2,0.3,17.6,18.5,-0.7,0.5,-0.2,-0.006,-3,-1.4,-4.4,-1,1633,"PHX",71,20,51,23.4,1.72,4.44,400,1312611,0,"CHI",23,1,0.8,0,0,0,0,0,0,0,0,0,"CHI",0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
"2463","Denzel_Valentine",76,210,"2017",23,"CHI","NBA","SG",57,976,7.3,0.492,0.722,0.063,1.2,15.6,8.3,9.3,1.5,0.6,14.2,15.4,-0.5,1.1,0.6,0.031,-3.5,0.1,-3.3,-0.3,393,"CHI",57,28,29,17.1,1.25,4.39,305,2092200,0,"CHI",24,77,27.2,1.4,0.1,1.4,0.9,0.2,4.5,95.5,95.9,23.3,"CHI",26,51,27.2,10.2,40,29.5,1.9,2.79,2.07,0.254,0.5,0,0.8,0.514,1,0.542
"2466","Fred_VanVleet",73,195,"2017",22,"TOR","NBA","PG",37,294,10.5,0.443,0.261,0.198,1.5,14.6,8.1,17.5,2.8,0.9,11.1,20.6,-0.1,0.4,0.2,0.04,-3.6,1.6,-2.1,0,544,"TOR",36,24,12,8.1,0.62,4.6,460,543471,0,"TOR",24,76,20,1.4,0,1.4,0.9,0.1,1.8,98.2,88.5,11.5,"TOR",55,21,20,8.6,39.9,18.5,2.9,4.39,4.26,0.217,0.2,0,0.3,0.583,0,0.55
"2467","Fred_VanVleet",73,195,"2018",23,"TOR","NBA","PG",76,1520,15.9,0.556,0.479,0.185,1.9,11.5,6.8,22.8,2.2,1,11.2,19.1,2.7,2,4.7,0.149,1.4,1,2.4,1.7,545,"TOR",76,55,21,20,1.56,4.69,417,1312611,1,"TOR",25,64,27.5,1.5,0,1.5,1,0.1,0,100,87.3,7,"TOR",46,18,27.5,11,56.1,26.8,4.1,4.41,4.2,0.195,0.2,0,0.5,1.273,0,0.586
"2468","Fred_VanVleet",73,195,"2019",24,"TOR","NBA","PG",64,1760,13.7,0.539,0.493,0.192,1.3,8.7,5.1,23.9,1.6,0.9,11.2,17.9,2.4,1.9,4.3,0.117,0.4,0.1,0.5,1.1,546,"TOR",64,46,18,27.5,2.14,4.36,147,8653847,0,"TOR",26,48,35.8,1.3,0,1.3,1,0.2,0,100,87,16.7,"TOR",35,13,35.8,17.6,77.9,36,5.9,4.58,4.32,0.226,0.3,0,0.8,0.308,0,0.622
"2470","Jarred_Vanderbilt",81,214,"2019",19,"DEN","NBA","PF",17,69,12.4,0.513,0.053,0.526,10.9,25.2,18,5.9,4.3,1.3,25.5,19.4,-0.1,0.1,0.1,0.037,-5.2,1,-4.2,0,725,"DEN",17,10,7,4.1,0.33,4.5,463,838464,0,"MIN",21,11,4.2,0.5,0,0.5,0.2,0.1,0,100,100,50,"MIN",6,5,4.2,1.1,5,2.5,0.1,1.5,0.62,0.218,0.3,0,0.8,0,0,0.667
"2473","Rashad_Vaughn",78,202,"2017",20,"MIL","NBA","SG",41,458,7.8,0.449,0.519,0.032,1,11.3,6.2,7.4,2.1,1.9,8.1,17.2,-0.5,0.4,0,-0.005,-3.2,-0.4,-3.6,-0.2,1347,"MIL",41,18,23,11.2,0.81,4.38,318,1811040,0,"MIL",21,28,7.6,0.5,0.1,0.4,0.3,0,14.3,85.7,90,10,"MIL",13,15,7.6,2.3,7.8,5.7,0.3,2.02,1.39,0.295,0.1,0,0.1,2,0,0.75
"2478","Noah_Vonleh",82,257,"2017",21,"POR","NBA","PF",74,1265,10.8,0.525,0.074,0.348,11.4,22.5,17,3.4,1.2,1.7,17.1,13.1,0.6,1.2,1.8,0.069,-3,-0.9,-3.9,-0.6,1265,"POR",74,38,36,17.1,1.26,4.44,270,2751360,0,"CHI",22,54,16.2,2.6,0.8,1.8,1.2,0.6,29.5,70.5,83.1,42.9,"CHI",24,30,16.2,4.9,30.1,13.1,0.8,1.65,0.73,0.163,0.8,0.9,2.2,0.341,0.391,0.792
"2479","Noah_Vonleh",82,257,"2018",22,"TOT","NBA","PF",54,875,12.8,0.509,0.282,0.248,8.5,30.2,19.2,5.7,1.1,1.6,10.7,14.5,0.5,1.2,1.6,0.09,-1.1,-0.2,-1.3,0.2,1266,"CHI",54,24,30,16.2,1.18,4.4,230,3505233,1,"NYK",23,68,25.3,4.1,0.9,3.2,2,0.9,21.4,78.6,85.1,39.8,"NYK",13,54,25.3,8.3,49.1,24.1,1.6,1.94,1.1,0.17,1.5,2.7,2.7,0.276,0.534,0.699
"2480","Noah_Vonleh",82,257,"2019",23,"NYK","NBA","PF",68,1722,13.9,0.561,0.311,0.355,6.7,25.8,16,11.1,1.3,2.5,14.7,14.8,1.5,1.7,3.2,0.09,-1.2,0.5,-0.7,0.6,1267,"NYK",67,13,54,25.3,1.9,4.24,377,1621415,1,"DEN",24,33,11,1.5,0.2,1.3,1,0.6,12,88,91.7,50,"DEN",13,20,11,3.8,22.2,11,0.7,1.79,0.98,0.173,1.2,1,2.3,0.341,0.424,0.667
"2487","Dion_Waiters",75,215,"2017",25,"MIA","NBA","SG",46,1384,14.5,0.507,0.324,0.192,1.4,10.9,6.1,23.8,1.5,1.1,12.5,26.3,0.2,1.5,1.6,0.057,0.3,-0.4,-0.1,0.7,432,"MIA",46,27,19,30.1,2.05,4.09,264,2898000,0,"MIA",26,30,30.6,1.2,0,1.2,0.6,0.1,2.7,97.3,81,19,"MIA",15,14,30.8,14.7,56.3,31,4.4,4.66,4.1,0.261,0.7,0,0.5,0.4,0,0.571
"2488","Dion_Waiters",75,215,"2018",26,"MIA","NBA","SG",30,918,10.5,0.487,0.415,0.168,1,8.5,4.7,19.8,1.3,0.8,13.7,25,-0.7,0.8,0.1,0.004,-2.1,-1.4,-3.5,-0.4,433,"MIA",29,15,14,30.8,2.15,4.19,107,1.1e+07,0,"MIA",27,44,25.9,0.6,0,0.6,0.4,0.1,0,100,94.7,21.1,"MIA",20,24,25.9,12,45.6,25.6,3,3.98,3.3,0.263,0.3,0,0.2,0.143,0,0.222
"2489","Dion_Waiters",75,215,"2019",27,"MIA","NBA","SG",44,1138,11.4,0.53,0.605,0.092,0.7,10.2,5.4,16.4,1.2,0.7,11.4,21.1,0.1,1.1,1.2,0.052,-0.5,-0.6,-1.1,0.3,434,"MIA",44,20,24,25.9,1.79,3.88,119,11550000,0,"LAL",28,3,14,0.3,0,0.3,0,0,0,100,0,0,"LAL",1,2,14,9.3,20.7,9.7,1.6,4.78,4.18,0.452,0,0,0,0,0,0
"2497","Kemba_Walker",72,172,"2017",26,"CHO","NBA","PG",79,2739,21.3,0.569,0.415,0.248,1.8,10.6,6.2,29.1,1.6,0.7,9.5,29.2,5.9,2.2,8.1,0.142,4.9,-0.8,4.1,4.2,940,"CHA",79,36,43,34.7,2.39,4.14,87,1.2e+07,0,"CHA",28,80,34.2,0.7,0,0.7,0.4,0,3.6,96.4,74.5,4.3,"CHA",36,44,34.2,22.1,81.2,25.5,7.8,5.77,5.51,0.272,0.2,0,0.5,0.375,0,0.535
"2498","Kemba_Walker",72,172,"2018",27,"CHO","NBA","PG",80,2736,20.6,0.572,0.441,0.308,1.2,8.7,4.9,27.4,1.6,0.7,10.4,27.4,6.5,2,8.6,0.15,4.7,-0.7,4,4.2,941,"CHA",80,36,44,34.2,2.39,4.2,99,1.2e+07,0,"CHA",29,82,34.9,0.9,0,0.9,0.6,0.1,0,100,90.9,14.5,"CHA",39,43,34.9,25.6,84.5,31.4,7.5,5.35,5.04,0.303,0.4,0,0.6,0.467,0,0.5
"2499","Kemba_Walker",72,172,"2019",28,"CHO","NBA","PG",82,2863,21.7,0.558,0.434,0.267,1.9,11.9,6.8,29.4,1.7,1,10.1,31.5,5.5,1.9,7.4,0.123,5.2,-1,4.2,4.4,942,"CHA",82,39,43,34.9,2.55,4.13,113,1.2e+07,1,"BOS",30,50,31.8,0.5,0,0.5,0.3,0.1,0,100,87.5,18.8,"BOS",33,17,31.8,21.2,73.1,24.5,6.2,5.07,4.65,0.29,0.3,0,0.7,0.5,0,0.444
"2509","John_Wall",76,210,"2017",26,"WAS","NBA","PG",78,2836,23.2,0.541,0.19,0.367,2.4,10.6,6.5,46.9,2.7,1.4,16.2,30.6,5.8,3,8.8,0.149,4.6,0.1,4.7,4.8,828,"WAS",78,48,30,36.4,2.29,3.79,44,16957900,0,"WAS",27,41,34.4,0.5,0,0.5,0.4,0.1,0,100,94.1,11.8,"WAS",23,18,34.4,19.4,80.6,23.3,8.5,6.3,5.62,0.241,0.3,0.2,0.2,0.364,0.4,1.2
"2510","John_Wall",76,210,"2018",27,"WAS","NBA","PG",41,1410,19.1,0.515,0.25,0.361,1.8,10.2,6,44.5,2,2.8,17,29.1,1.2,1.5,2.7,0.092,3.5,-0.5,3,1.8,829,"WAS",41,23,18,34.4,2.12,3.71,49,18063850,0,"WAS",28,32,34.5,0.5,0,0.5,0.2,0.1,0,100,87.5,25,"WAS",11,21,34.5,20.7,82.9,25.7,7.8,5.68,5.12,0.25,0.1,0.4,0.4,1.25,0,0.538
"2513","Tyrone_Wallace",77,198,"2019",24,"LAC","NBA","PG",62,628,7,0.45,0.088,0.263,3.5,13.2,8.5,9.5,1.6,0.9,12.9,18.7,-0.8,0.5,-0.3,-0.023,-5.6,-0.8,-6.4,-0.7,1638,"LAC",62,34,28,10.1,0.85,4.61,444,1349383,0,"ATL",25,14,11.5,0.2,0,0.2,0.1,0.1,0,100,100,50,"ATL",3,11,11.5,2.9,16.6,7.1,1,3.55,3.22,0.172,0.1,0.1,0.3,1,0,1.5
"2521","Brad_Wanamaker",75,210,"2019",29,"BOS","NBA","PG",36,343,14.3,0.597,0.371,0.267,0.9,11.8,6.4,22.5,1.7,0.5,13.9,17.1,0.6,0.4,1,0.134,-1.3,0.7,-0.7,0.1,152,"BOS",36,27,9,9.5,0.73,4.27,470,838464,1,"BOS",30,63,19.3,0.4,0,0.4,0.3,0.1,0,100,100,18.8,"BOS",43,20,19.3,6.6,38.9,14.1,2.8,4.28,4,0.169,0.2,0,0.4,0.4,0,0.8
"2526","TJ_Warren",80,215,"2017",23,"PHO","NBA","SF",66,2048,15.6,0.539,0.12,0.189,6.5,11.7,9,5.8,1.8,1.5,6.1,19.2,3,1.1,4.1,0.096,0.1,-0.7,-0.6,0.7,1510,"PHX",64,19,45,31.2,2.28,4.39,301,2128920,0,"PHX",24,65,33,1.3,0.4,0.9,0.6,0.2,28.2,71.8,89.1,32.6,"PHX",18,47,33,19.6,45.1,34.3,1.7,2.31,1.46,0.434,3.2,1.8,4.6,0.74,0.686,1.054
"2527","TJ_Warren",80,215,"2018",24,"PHO","NBA","SF",65,2142,17.6,0.541,0.085,0.24,6.1,10.5,8.3,7.2,1.5,1.5,6.7,24.9,2.6,0.8,3.4,0.077,0.8,-1.6,-0.7,0.7,1511,"PHX",65,18,47,33,2.44,4.46,247,3152931,1,"PHX",25,43,31.6,4.2,0.1,4.1,1.2,0.3,1.7,98.3,89.8,20.3,"PHX",10,33,31.6,18,61.5,35.8,2.1,2.08,1.06,0.292,1.1,0.7,1.5,0.745,0.31,1.138
"2528","TJ_Warren",80,215,"2019",25,"PHO","NBA","SF",43,1360,16.3,0.58,0.295,0.203,2.5,11.8,7.1,7.7,1.8,1.8,7.2,22.7,1.6,0.5,2.1,0.074,0.9,-1.1,-0.2,0.6,1512,"PHX",43,10,33,31.6,2.35,4.18,115,11750000,0,"IND",26,61,32.5,0.9,0.1,0.8,0.5,0.1,7.1,92.9,93.3,30,"IND",38,23,32.5,18.7,42.8,32.4,1.7,2.45,1.47,0.437,1.1,0.6,2.4,0.929,0.486,1.231
"2538","Briante_Weber",74,165,"2017",24,"TOT","NBA","PG",20,205,11,0.462,0.167,0.267,4.3,9.6,7,15,2.9,0.4,10.7,16.3,0,0.2,0.3,0.059,-4.5,0.8,-3.7,-0.1,174,"CHA",20,12,8,10.3,0.8,4.66,490,328000,1,"MEM",25,18,13.1,0.4,0,0.4,0.2,0,0,100,100,0,"MEM",8,10,13.1,2.8,27.2,9,1.9,4.15,3.77,0.102,0.2,0.1,0.5,0,0,0.222
"2549","Russell_Westbrook",75,200,"2017",28,"OKC","NBA","PG",81,2802,30.6,0.554,0.3,0.433,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,8.5,4.6,13.1,0.224,8.7,2.4,11.1,9.3,1420,"OKC",81,46,35,34.6,2.37,4.13,3,26540100,0,"OKC",29,80,36.4,0.9,0.2,0.7,0.5,0.3,18.6,81.4,84.3,43.1,"OKC",47,31,36.4,25.3,96,30.6,9.1,5.72,5.34,0.263,1.2,0.9,2.1,0.696,0.58,0.675
"2550","Russell_Westbrook",75,200,"2018",29,"OKC","NBA","PG",80,2914,24.7,0.524,0.193,0.336,5.6,25.7,15.3,49.8,2.5,0.6,16.4,34.1,5.5,4.5,10.1,0.166,4.8,1.5,6.3,6.1,1421,"OKC",78,47,31,36.4,2.51,4.14,8,28530608,0,"OKC",30,73,36,0.6,0.1,0.5,0.4,0.2,17.4,82.6,75.7,40.5,"OKC",43,29,36,23,91.1,27,7.7,5.07,4.71,0.252,1.1,1.8,1.9,0.558,0.553,0.776
"2551","Russell_Westbrook",75,200,"2019",30,"OKC","NBA","PG",73,2630,21.1,0.501,0.279,0.306,4.1,28.3,15.8,46.5,2.5,1.1,16.3,30.9,1.8,5,6.8,0.124,2.8,2.4,5.2,4.7,1422,"OKC",72,43,29,36,2.54,3.97,3,35654150,0,"HOU",31,53,35.9,0.7,0.1,0.6,0.4,0.3,8.3,91.7,85.2,48.1,"HOU",34,19,35.9,27.5,76.9,31.7,5.7,4.47,4.23,0.357,0.7,1.1,2.2,0.541,0.404,0.644
"2555","Derrick_White",76,190,"2018",23,"SAS","NBA","PG",17,139,15.9,0.646,0.394,0.606,4,16.9,10.4,9.3,1.5,1.8,12.6,15.4,0.3,0.2,0.5,0.17,0.8,1.5,2.3,0.2,407,"SAS",17,7,10,8.2,0.63,4.54,384,1404600,0,"SAS",24,67,25.8,0.5,0,0.5,0.3,0,5.7,94.3,86.4,9.1,"SAS",41,26,25.8,9.9,51.1,17.5,4,4.73,4.49,0.193,0.4,0,0.7,0.667,0,0.8
"2556","Derrick_White",76,190,"2019",24,"SAS","NBA","PG",67,1728,14.8,0.555,0.262,0.227,2.2,13.3,7.8,21,1.9,2.3,14,17.7,1.7,1.9,3.6,0.101,-0.4,1.3,0.9,1.3,408,"SAS",67,41,26,25.8,1.98,4.4,365,1667160,0,"SAS",25,61,24.1,0.5,0,0.5,0.3,0.1,0,100,90,15,"SAS",26,34,24.1,10.5,49.1,17.5,3.8,4.62,4.04,0.214,0.3,0,0.7,0.944,2,0.75
"2558","Okaro_White",80,205,"2017",24,"MIA","NBA","PF",35,471,7.5,0.507,0.391,0.253,5.8,13.5,9.6,6,1.1,1.7,15.7,10.8,0.1,0.5,0.6,0.066,-3.6,0.4,-3.1,-0.1,1277,"MIA",35,26,9,13.5,0.99,4.42,508,1e+05,1,"CLE",25,6,13.3,1.7,0.3,1.3,1,0.5,20,80,85.7,42.9,"CLE",2,4,13.3,3.3,20.2,8.7,0.5,1.4,0.26,0.165,0,0,0.7,0,0,1.25
"2559","Okaro_White",80,205,"2018",25,"MIA","NBA","PF",6,80,8.9,0.577,0.688,0.188,4.2,11.2,7.7,3.5,0.6,1.1,5.5,10.3,0.1,0.1,0.2,0.096,-1,0.3,-0.7,0,1278,"CLE",6,2,4,13.3,1,4.55,414,1312611,1,"WAS",26,3,2.1,0.3,0,0.3,0.3,0,0,100,100,0,"WAS",2,1,2.1,0,3.7,1.7,0.1,2.01,0.91,0,0,0,0.3,0,0,0
"2561","Isaiah_Whitehead",76,213,"2017",21,"BRK","NBA","PG",73,1643,7.6,0.487,0.293,0.222,2.1,9.7,5.9,17.7,1.2,1.7,20.3,18.2,-1.7,0.9,-0.8,-0.023,-4.3,-0.8,-5.1,-1.3,646,"BKN",73,17,56,22.5,1.66,4.43,391,1074145,0,"BKN",23,16,11.2,0.6,0.1,0.4,0.4,0.2,22.2,77.8,100,42.9,"BKN",2,13,10.9,5.8,20.2,9.2,1.5,4.55,4.26,0.287,0.1,0,0.3,0,0,0.5
"2566","Hassan_Whiteside",84,235,"2017",27,"MIA","NBA","C",77,2513,22.6,0.579,0,0.368,12.8,35.3,24,3.8,1.1,5,12,22.7,4.2,5.3,9.5,0.181,0.9,0.5,1.5,2.2,608,"MIA",77,39,38,32.6,2.08,3.83,17,22116750,0,"MIA",29,54,25.3,5.9,1.9,4,3.1,1.8,32.2,67.8,86.2,50.8,"MIA",30,24,25.3,14,33.7,22.8,1.1,1.89,0.57,0.414,4.5,4.4,9.1,0.415,0.513,0.964
"2567","Hassan_Whiteside",84,235,"2018",28,"MIA","NBA","C",54,1364,24.1,0.573,0.003,0.315,14.3,36.6,25.4,6.9,1.4,5.9,12.3,24.7,2.3,3,5.3,0.187,1.5,1.1,2.6,1.6,609,"MIA",54,30,24,25.3,1.68,3.99,24,23775506,0,"MIA",30,72,23.3,3.6,1.3,2.3,1.8,1.3,35,65,85.2,59.4,"MIA",33,39,23.3,12.3,31.3,18.9,0.9,1.65,0.54,0.394,3.1,2.8,9.4,0.444,0.527,0.991
"2568","Hassan_Whiteside",84,235,"2019",29,"MIA","NBA","C",72,1674,23.5,0.564,0.024,0.357,16.3,35.6,25.9,5.6,1.3,7.3,11,22.6,2.3,4,6.3,0.18,1.1,1.2,2.3,1.8,610,"MIA",72,33,39,23.3,1.62,3.91,26,25434263,0,"POR",30,61,31.3,2.9,0.9,1.9,1.7,1.1,33.3,66.7,94.6,63.1,"POR",28,32,31.3,16.4,49.1,25,1.4,1.7,0.39,0.333,4.7,2.9,9.6,0.742,0.655,1.153
