"","x","name","season","team.x","gp.x","w.x","l.x","min.x","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year","team.y","gp.y","w.y","l.y","min.y","pts","touches","front_ct_touches","time_of_poss","avg_sec_per_touch","avg_drib_per_touch","pts_per_touch","elbow_touches","post_ups","paint_touches","pts_per_elbow_touch","pts_per_post_touch","pts_per_paint_touch"
"1029",1029,"Lance_Stephenson","2018","IND",82,48,34,22.6,8020.4,1.52,0.8,0.72,4.06,4.23,3.89,216,4180000,4360000,0,"LAL",68,33,35,16.5,7.2,28.1,13.6,1.8,3.9,3.34,0.257,0.3,0.1,0.7,0.435,1.25,0.809
"1031",1031,"Lance_Thomas","2017","NYK",46,15,31,21,8196.1,1.55,0.83,0.72,4.44,4.71,4.15,159,6191000,6655325,0,"NYK",72,24,48,18.4,4.1,22.3,15.3,0.6,1.64,0.4,0.182,0.5,0.2,1.2,0.294,0.125,0.536
"1032",1032,"Lance_Thomas","2018","NYK",72,24,48,18.4,7362.6,1.39,0.74,0.66,4.58,4.76,4.39,161,6655325,7119650,0,"NYK",46,7,39,17,4.5,23.5,12.2,0.6,1.6,0.54,0.19,0.5,0.6,1,0.174,0.379,0.659
"1034",1034,"Landry_Shamet","2019","LAC",78,51,27,22.9,9999.1,1.89,1.05,0.84,4.63,5.2,4.07,360,1703640,1995120,0,"LAC",47,31,16,27.5,9.7,31.5,19.3,1.2,2.33,1.71,0.307,0.1,0,0.3,0.571,0,0.75
"1036",1036,"Langston_Galloway","2017","SAC",74,29,45,20.2,7536.7,1.43,0.73,0.69,4.25,4.54,3.98,191,5200000,5430000,0,"DET",58,28,30,14.9,6.2,20.5,13.4,1.1,3.11,2.56,0.303,0.2,0,0.3,0.429,0,0.563
"1037",1037,"Langston_Galloway","2018","DET",58,28,30,14.9,5860.3,1.11,0.59,0.52,4.49,4.86,4.14,160,6666667,7e+06,0,"DET",80,41,39,21.8,8.4,23.9,19.3,0.7,1.82,1.2,0.351,0.2,0,0.5,0.611,0,0.256
"1038",1038,"Langston_Galloway","2019","DET",80,41,39,21.8,9004.8,1.71,0.92,0.79,4.4,4.56,4.22,175,7e+06,7333333,0,"DET",65,20,45,25.9,10.4,27.2,21.1,0.9,2,1.32,0.381,0.4,0,0.4,0.655,0,0.333
"1040",1040,"Larry_Nance Jr","2017","LAL",63,21,42,22.9,8865.3,1.68,0.9,0.78,4.42,4.76,4.07,380,1207680,1259640,0,"CLE",66,32,34,21.5,8.7,36.9,18.5,0.9,1.5,0.42,0.236,3.5,0.9,6.5,0.433,0.344,0.857
"1041",1041,"Larry_Nance Jr","2018","CLE",66,32,34,21.5,8504.4,1.61,0.84,0.77,4.49,4.92,4.1,365,1471382,2272391,0,"CLE",67,16,51,26.8,9.4,48.4,27.4,1.9,2.37,1.2,0.193,5.9,2.1,6.3,0.188,0.268,0.717
"1043",1043,"Lauri_Markkanen","2018","CHI",68,23,45,29.7,11629.3,2.2,1.24,0.97,4.46,5.08,3.86,225,3821640,4536120,0,"CHI",51,16,35,32.4,19,66.2,34.7,2.2,2.02,1.05,0.287,1.2,2.5,2.9,0.937,0.415,0.973
"1044",1044,"Lauri_Markkanen","2019","CHI",51,16,35,32.4,12721,2.41,1.36,1.05,4.2,4.64,3.74,221,4536120,5300400,0,"CHI",50,18,32,29.8,14.7,45.3,25.5,1.4,1.82,1,0.325,1.3,1,2.6,0.889,0.52,1.008
"1048",1048,"LeBron_James","2017","CLE",74,51,23,37.8,12611.3,2.39,1.26,1.13,3.8,3.99,3.62,1,30963450,33285709,0,"CLE",82,50,32,36.9,27.5,87.1,42.5,6.7,4.64,3.48,0.315,1.5,4.4,3.9,0.728,0.387,0.991
"1049",1049,"LeBron_James","2018","CLE",82,50,32,36.9,12556.1,2.38,1.26,1.12,3.88,4.1,3.65,2,33285709,35607968,0,"LAL",55,28,27,35.2,27.4,85,37.4,6.4,4.52,3.32,0.322,2.6,2.8,2.8,0.518,0.455,1.071
"1050",1050,"LeBron_James","2019","LAL",55,28,27,35.2,12497.8,2.37,1.28,1.09,3.78,4.26,3.35,4,35654150,37436858,0,"LAL",60,47,13,34.9,25.7,92.4,38.7,7.5,4.85,3.84,0.279,1.8,4,2.6,0.575,0.463,0.879
"1052",1052,"Lonzo_Ball","2018","LAL",52,24,28,34.2,13096.7,2.48,1.3,1.18,4.45,4.92,4.03,166,6286560,7461960,0,"LAL",47,25,22,30.3,9.9,64.5,27.4,3.4,3.14,2.45,0.153,0.9,0.5,2.2,0.333,0.318,0.673
"1053",1053,"Lonzo_Ball","2019","LAL",47,25,22,30.3,12394.8,2.35,1.21,1.14,4.38,4.71,4.08,167,7461960,8719320,0,"NOP",55,24,31,32.3,12.2,83,35.6,4.7,3.38,2.56,0.147,0.4,0.2,1.5,0.409,0.333,0.671
"1056",1056,"Lou_Williams","2017","HOU",81,34,47,24.6,8811.3,1.67,0.89,0.77,4.08,4.46,3.71,146,7e+06,7e+06,0,"LAC",79,42,37,32.8,22.6,65.5,34.6,4.3,3.98,3.12,0.344,0.4,0,0.8,0.941,2,0.871
"1057",1057,"Lou_Williams","2018","LAC",79,42,37,32.8,11630.9,2.2,1.18,1.02,4.04,4.44,3.66,157,7e+06,0,1,"LAC",75,47,28,26.6,20,58.1,26.7,4.5,4.64,3.9,0.344,0.4,0,0.5,0.5,0,0.415
"1058",1058,"Lou_Williams","2019","LAC",75,47,28,26.6,10057,1.9,1.07,0.83,3.97,4.53,3.43,158,8e+06,8e+06,0,"LAC",60,41,19,29.3,18.7,63.4,25.3,5.1,4.85,4,0.294,0.2,0.1,0.4,0.308,0,0.783
"1060",1060,"Luc_Mbah a Moute","2017","LAC",80,49,31,22.3,8309.8,1.57,0.81,0.76,4.24,4.41,4.07,297,2203000,2302135,0,"HOU",61,52,9,25.6,7.5,26.4,16,0.8,1.85,1.01,0.286,0.6,0.3,1,0.824,0.333,0.915
"1061",1061,"Luc_Mbah a Moute","2018","HOU",61,52,9,25.6,9124.9,1.73,0.9,0.83,4.05,4.25,3.86,302,2116955,0,1,"LAC",4,2,2,15.2,5,15.8,10.5,0.4,1.68,0.94,0.317,1,0,0.8,0.5,0,1.333
"1063",1063,"Lucas_Nogueira","2017","TOR",56,33,23,19.1,6924.7,1.31,0.69,0.62,4.15,4.36,3.94,312,1921320,2947305,0,"TOR",49,36,13,8.5,2.5,11.7,6.7,0.2,1.04,0.19,0.213,0.8,0.1,1.9,0.125,0,0.895
"1066",1066,"Luka_Doncic","2019","DAL",72,28,44,32.2,12307.7,2.33,1.33,1,4.06,4.48,3.62,181,6560640,7683360,0,"DAL",52,32,20,33.2,28.4,94.3,33.1,8.7,5.56,5.15,0.301,0.5,1.2,1.7,0.423,0.726,0.899
"1067",1067,"Luke_Babbitt","2017","MIA",68,35,33,15.7,6240.8,1.18,0.67,0.52,4.55,5.09,3.99,377,1227000,0,1,"MIA",49,15,34,14.1,5.1,21.6,13.2,0.6,1.54,0.62,0.235,0.4,0.1,0.4,0.5,0.667,0.833
"1069",1069,"Luke_Kennard","2018","DET",73,34,39,20,7799.3,1.48,0.81,0.67,4.47,4.89,4.06,261,2759280,3275280,0,"DET",63,30,33,22.8,9.7,31.8,24.9,1.4,2.7,1.73,0.306,0.3,0,0.4,0.611,0,1.148
"1070",1070,"Luke_Kennard","2019","DET",63,30,33,22.8,8996.5,1.7,0.97,0.73,4.25,4.65,3.82,258,3275280,3827160,0,"DET",27,11,16,32.9,16.1,51.1,37.2,2.7,3.22,2.26,0.315,0.3,0,0.7,0.286,0,0.9
"1072",1072,"Luke_Kornet","2019","NYK",45,9,36,16.7,6623.5,1.25,0.7,0.55,4.24,4.74,3.72,379,1619000,0,1,"CHI",36,11,25,15.5,6,21.3,14.9,0.5,1.48,0.62,0.281,1.1,0.2,2.4,0.487,1,0.954
"1074",1074,"Luol_Deng","2017","LAL",56,18,38,26.5,10108.7,1.91,1.03,0.88,4.34,4.67,4,33,1.8e+07,17190000,0,"LAL",1,0,1,13.1,2,12,6,0.4,1.9,0.83,0.167,0,0,0,0,0,0
"1075",1075,"Luol_Deng","2018","LAL",1,0,1,13.1,5284,1,0.49,0.51,4.61,4.9,4.35,57,17190000,1.8e+07,0,"MIN",22,11,11,17.8,7.1,23,13.3,0.8,1.96,0.91,0.311,0.4,1.2,1.6,1,0.731,1.139
"1078",1078,"Malachi_Richardson","2017","SAC",22,9,13,9,3314.4,0.63,0.35,0.27,4.19,4.59,3.77,351,1439880,1504560,0,"TOR",26,8,18,12.4,3.4,14.8,11.7,0.5,1.93,0.89,0.232,0.1,0.1,0.2,1,0,0.8
"1079",1079,"Malachi_Richardson","2018","TOR",26,8,18,12.4,4506.3,0.85,0.46,0.39,4.13,4.37,3.84,356,1504560,1569360,0,"TOR",22,16,6,4.7,1.4,5.7,4.2,0.2,1.91,1.03,0.238,0,0,0,0,0,0
"1081",1081,"Malcolm_Brogdon","2017","MIL",75,38,37,26.4,9875.6,1.87,1.01,0.86,4.27,4.69,3.86,431,925000,955249,0,"MIL",47,25,22,29.8,13,55.7,26.9,3.3,3.56,3.35,0.233,0.9,0.3,1.6,0.364,0.375,0.816
"1082",1082,"Malcolm_Brogdon","2018","MIL",47,25,22,29.8,11227.6,2.13,1.12,1.01,4.29,4.67,3.93,402,1312611,1544951,0,"MIL",64,49,15,28.6,15.6,52.3,25.6,3.3,3.74,3.35,0.299,0.5,0.2,1.5,0.828,0,0.968
"1083",1083,"Malcolm_Brogdon","2019","MIL",64,49,15,28.6,11441.1,2.17,1.16,1,4.25,4.69,3.83,397,1544951,0,1,"IND",48,30,18,30.7,16.3,77.4,27.3,6.8,5.3,5.45,0.211,0.5,0.3,1,1.2,0.286,0.723
"1085",1085,"Malcolm_Delaney","2017","ATL",73,37,36,17.1,6209.4,1.18,0.62,0.55,4.15,4.5,3.82,281,2500000,2500000,0,"ATL",53,16,37,18.7,6.3,40.2,21.5,2.7,3.99,3.32,0.157,0.2,0,0.3,0.5,0,0.571
"1088",1088,"Malik_Beasley","2017","DEN",21,11,10,7.7,3000.5,0.57,0.3,0.27,4.42,4.85,4.03,327,1627320,1700640,0,"DEN",62,34,28,9.4,3.2,9.4,6.7,0.3,2.01,1.29,0.337,0.2,0,0.4,0.545,0,1
"1089",1089,"Malik_Beasley","2018","DEN",62,34,28,9.4,3659.1,0.69,0.37,0.33,4.48,4.78,4.18,332,1700640,1773840,0,"DEN",81,53,28,23.2,11.3,24.9,19.4,0.8,2.01,1.23,0.455,0.3,0,0.6,0.926,0,0.979
"1090",1090,"Malik_Beasley","2019","DEN",81,53,28,23.2,9061.3,1.72,0.92,0.79,4.14,4.41,3.87,353,1773840,2731714,0,"MIN",55,30,25,22,11.2,29,18.5,1.2,2.45,1.83,0.386,0.3,0,0.6,0.706,0,0.968
"1092",1092,"Malik_Monk","2018","CHA",63,26,37,13.6,5366.1,1.02,0.55,0.46,4.51,4.84,4.18,258,2904480,3447480,0,"CHA",73,34,39,17.2,8.9,23,16.1,1.1,2.88,2.56,0.389,0.2,0,0.4,0,0,1.125
"1093",1093,"Malik_Monk","2019","CHA",73,34,39,17.2,7048,1.33,0.74,0.6,4.34,4.79,3.89,251,3447480,4028400,0,"CHA",54,18,36,21,9.9,31.9,21.6,1.5,2.75,2.15,0.309,0.2,0,1.1,0.182,0,1.017
"1096",1096,"Manu_Ginobili","2017","SAS",68,51,17,18.6,6756.8,1.28,0.68,0.6,4.13,4.45,3.82,64,1.4e+07,0,1,"SAS",65,39,26,20,8.9,33.6,24.1,1.8,3.25,2.37,0.264,0.3,0.1,0.6,0.118,0,0.707
"1097",1097,"Marc_Gasol","2017","MEM",74,40,34,34.2,10950.1,2.07,1.13,0.95,3.65,3.82,3.46,22,21165675,22642350,0,"MEM",73,21,52,33,17.2,83.7,57.8,2.4,1.75,0.55,0.206,8,10.2,5.4,0.247,0.402,0.657
"1098",1098,"Marc_Gasol","2018","MEM",73,21,52,33,10781.3,2.04,1.13,0.92,3.74,3.98,3.47,29,22642350,24119025,0,"TOR",79,39,40,30.8,13.6,74,49.2,2,1.66,0.45,0.183,7.8,6.5,5.7,0.271,0.436,0.556
"1099",1099,"Marc_Gasol","2019","TOR",79,39,40,30.8,10628.1,2.01,1.1,0.91,3.67,3.89,3.43,31,24119025,25595700,0,"TOR",35,27,8,27.8,7.8,54.5,35.3,1.3,1.41,0.34,0.143,4.1,2,2.4,0.188,0.38,0.595
"1102",1102,"Marcin_Gortat","2017","WAS",82,49,33,31.2,11345.3,2.15,1.12,1.03,4.15,4.44,3.87,85,1.2e+07,12782609,0,"WAS",82,43,39,25.3,8.4,41.9,21.7,1,1.45,0.31,0.201,4.8,2.2,7.2,0.333,0.584,0.77
"1103",1103,"Marcin_Gortat","2018","WAS",82,43,39,25.3,9496.3,1.8,0.95,0.85,4.28,4.5,4.06,92,12782609,13565218,0,"LAC",47,25,22,16,5,34.9,20,0.9,1.49,0.38,0.142,3,1.2,4.6,0.444,0.327,0.808
"1105",1105,"Marco_Belinelli","2017","CHA",74,34,40,24,9417.8,1.78,1.01,0.77,4.46,4.95,3.95,157,6333333,6333333,0,"PHI",79,39,40,24.3,12.2,38,30.9,1.3,2.12,1.21,0.322,0.7,0,1.1,0.732,0,1.083
"1106",1106,"Marco_Belinelli","2018","PHI",79,39,40,24.3,9545.4,1.81,1,0.81,4.47,5.01,3.95,162,6606060,0,1,"SAS",79,46,33,23,10.5,32,22.7,1.3,2.42,1.65,0.328,0.8,0.1,0.7,0.639,0,1.069
"1107",1107,"Marco_Belinelli","2019","SAS",79,46,33,23,9565.8,1.81,1.02,0.79,4.48,5.01,3.94,187,6153846,5846154,0,"SAS",51,22,29,15.1,5.8,17.1,12.4,0.6,2.19,1.48,0.341,0.3,0,0.5,0.75,0,1
"1109",1109,"Marcus_GeorgesHunt","2017","ORL",5,2,3,9.5,3510.4,0.66,0.37,0.29,4.18,4.48,4.11,551,25000,0,1,"MIN",42,24,18,5.3,1.4,4.1,3,0.2,3.02,2.05,0.341,0,0,0.1,1,0,0.4
"1110",1110,"Marcus_Smart","2017","BOS",79,51,28,30.4,10674.5,2.02,1.07,0.95,4,4.25,3.76,233,3578880,4538020,0,"BOS",51,35,16,30.1,10.3,57.8,30.8,3.7,3.84,3.11,0.179,0.6,1.5,1.6,0.586,0.32,0.536
"1111",1111,"Marcus_Smart","2018","BOS",51,35,16,30.1,10837.5,2.05,1.09,0.96,4.1,4.37,3.83,208,4538020,0,1,"BOS",80,48,32,27.5,8.9,46.6,23.8,2.6,3.39,2.59,0.19,0.6,1,1.7,0.409,0.341,0.534
"1112",1112,"Marcus_Smart","2019","BOS",80,48,32,27.5,10524,1.99,1.04,0.96,4.09,4.36,3.83,117,11660716,12553471,0,"BOS",53,34,19,32.5,13.5,59.4,29.8,3.5,3.53,2.81,0.227,0.7,1,1.5,0.385,0.431,0.402
"1116",1116,"Mario_Hezonja","2017","ORL",65,20,45,14.8,5587.1,1.06,0.56,0.5,4.31,4.53,4.09,224,3909840,4078320,0,"ORL",75,21,54,22.1,9.6,35.5,21.1,1.4,2.39,1.29,0.271,0.7,0.2,1.1,0.571,0.308,0.975
"1117",1117,"Mario_Hezonja","2018","ORL",75,21,54,22.1,8266.3,1.57,0.85,0.72,4.29,4.63,3.95,219,4078320,5167231,0,"NYK",57,12,45,20.8,9,38.4,18.4,2,3.05,2.02,0.233,0.6,0.2,1.3,0.939,0.667,0.973
"1118",1118,"Mario_Hezonja","2019","NYK",57,12,45,20.8,8398.1,1.59,0.87,0.72,4.31,4.68,3.93,183,6500000,0,1,"POR",46,19,27,16.6,4.9,26.7,9.3,1.4,3.04,1.94,0.183,0.2,0.1,0.7,0.444,1,0.625
"1120",1120,"Markelle_Fultz","2018","PHI",14,11,3,18.1,7396.1,1.4,0.76,0.64,4.67,5.07,4.27,153,7026240,8339880,0,"ORL",19,12,7,22.5,8.2,52.7,18.5,4.1,4.68,4.47,0.155,0.7,0.2,2.3,0.286,0,0.432
"1121",1121,"Markelle_Fultz","2019","ORL",19,12,7,22.5,9771.8,1.85,1.01,0.84,4.64,5.05,4.23,153,8339880,9745200,0,"ORL",64,30,34,28.3,12.1,61.1,19,5.7,5.55,5.43,0.197,0.5,0.3,1.2,0.69,0.286,0.87
"1123",1123,"Markieff_Morris","2017","WAS",76,45,31,31.2,10423.6,1.97,1,0.98,3.8,3.95,3.66,140,7400000,8e+06,0,"WAS",73,37,36,27,11.5,38.1,25.7,1,1.57,0.53,0.302,2.4,3.5,3,0.448,0.552,0.886
"1124",1124,"Markieff_Morris","2018","WAS",73,37,36,27,9193.2,1.74,0.91,0.83,3.89,4.04,3.74,137,8e+06,8600000,0,"OKC",58,24,34,21.9,9.4,31.8,19.7,0.8,1.45,0.51,0.296,1.4,2.9,2.6,0.35,0.647,0.822
"1125",1125,"Markieff_Morris","2019","OKC",58,24,34,21.9,7977.7,1.51,0.78,0.73,3.84,4.08,3.61,150,8600000,0,1,"LAL",51,20,31,21.4,10,32.2,20.6,0.9,1.6,0.65,0.31,1,2,1.6,0.529,0.745,0.925
"1130",1130,"Marquese_Chriss","2017","PHX",80,23,57,21.3,8225.6,1.56,0.83,0.73,4.4,4.83,4,261,2941440,3073800,0,"PHX",72,19,53,21.2,7.7,38.9,20.5,1,1.52,0.41,0.199,1.9,1.5,2.8,0.3,0.37,0.786
"1131",1131,"Marquese_Chriss","2018","PHX",72,19,53,21.2,8110.6,1.54,0.83,0.7,4.35,4.8,3.92,249,3073800,3206160,0,"CLE",43,17,26,11.6,4.2,20.4,10.5,0.5,1.5,0.52,0.208,0.7,0.4,2.7,0.276,0.526,0.776
"1132",1132,"Marquese_Chriss","2019","CLE",43,17,26,11.6,4623.9,0.88,0.48,0.4,4.27,4.63,3.9,263,3206160,4078236,0,"GSW",59,15,44,20.3,9.3,42.1,25.6,1,1.48,0.5,0.221,2.4,1.9,5,0.439,0.398,0.987
"1135",1135,"Marreese_Speights","2017","LAC",82,51,31,15.7,5339.9,1.01,0.54,0.48,3.88,4.04,3.73,357,1403611,1459969,0,"ORL",52,15,37,13,7.7,25.6,17.3,0.6,1.47,0.35,0.302,0.6,1.7,0.9,0.267,0.607,0.733
"1137",1137,"Marshall_Plumlee","2017","NYK",21,6,15,8.1,3150.3,0.6,0.32,0.28,4.42,4.75,4.09,469,543471,905249,0,"MIL",8,5,3,6.5,1.8,7.4,4.6,0.2,1.83,0.51,0.237,0.9,0.1,1.8,0.286,0,0.286
"1140",1140,"Marvin_Williams","2017","CHA",76,32,44,30.2,11506.8,2.18,1.22,0.96,4.34,4.8,3.86,81,12250000,13168750,0,"CHA",78,33,45,25.7,9.5,45.1,23.7,0.9,1.21,0.3,0.212,1.1,0.9,1.7,0.407,0.746,0.794
"1141",1141,"Marvin_Williams","2018","CHA",78,33,45,25.7,9814.3,1.86,1.02,0.84,4.35,4.77,3.93,87,13168750,14087500,0,"CHA",75,35,40,28.4,10.1,37.2,23.4,0.8,1.28,0.47,0.271,0.6,1.1,1.7,0.583,0.444,0.922
"1142",1142,"Marvin_Williams","2019","CHA",75,35,40,28.4,10773.9,2.04,1.09,0.95,4.06,4.28,3.83,87,14087500,15006250,0,"MIL",51,20,31,19.3,5.9,23.7,15.1,0.5,1.3,0.45,0.249,0.3,1.3,1,0.625,0.606,1.122
"1145",1145,"Mason_Plumlee","2017","DEN",81,38,43,26.5,9886.9,1.87,1.01,0.86,4.26,4.58,3.94,289,2328530,0,1,"DEN",74,40,34,19.5,7.1,31.3,20.3,1.1,2.05,0.93,0.227,2.1,1.6,5.4,0.386,0.446,0.821
"1146",1146,"Mason_Plumlee","2019","DEN",82,54,28,21.1,8265,1.57,0.84,0.72,4.16,4.44,3.86,99,12917808,14041096,0,"DEN",53,35,18,17,7.2,32.2,20.3,1.1,2.02,0.74,0.223,2.5,2.5,5.1,0.4,0.439,0.971
"1151",1151,"Matthew_Dellavedova","2017","MIL",76,39,37,26.1,9789,1.85,1,0.85,4.28,4.74,3.83,112,9607500,9607500,0,"MIL",37,21,16,18.7,4.3,38.6,17,2.9,4.51,4.29,0.111,0.2,0.2,0.3,0,0,0.4
"1152",1152,"Matthew_Dellavedova","2018","MIL",37,21,16,18.7,7106.8,1.35,0.72,0.62,4.34,4.8,3.9,127,9607500,9607500,0,"CLE",48,20,28,16.9,5.9,39,14.8,3.2,4.99,4.78,0.151,0.1,0.3,0.3,0,0.429,0.429
"1153",1153,"Matthew_Dellavedova","2019","CLE",48,20,28,16.9,6695,1.27,0.71,0.56,4.2,4.65,3.72,137,9607500,9607500,0,"CLE",57,17,40,14.4,3.1,29.2,10.9,2.3,4.69,4.56,0.106,0.2,0.2,0.4,0.222,0.444,0.783
"1155",1155,"Maurice_Harkless","2017","POR",77,38,39,28.9,11093.8,2.1,1.11,0.99,4.38,4.62,4.14,118,8988764,9662921,0,"POR",59,36,23,21.4,6.5,24.6,17,0.8,1.92,0.79,0.266,0.5,1,2.5,0.621,0.45,0.828
"1156",1156,"Maurice_Harkless","2018","POR",59,36,23,21.4,8204.9,1.55,0.84,0.72,4.39,4.56,4.21,120,10162922,10837079,0,"POR",60,37,23,23.6,7.7,29.1,17.4,0.9,1.82,0.82,0.264,0.7,1.5,2.9,0.977,0.652,0.915
"1157",1157,"Maurice_Harkless","2019","POR",60,37,23,23.6,9447.4,1.79,0.96,0.83,4.25,4.41,4.08,125,10837079,11511234,0,"NYK",62,39,23,23,5.8,24.2,12.2,0.8,1.89,0.96,0.238,0.4,0.3,2,0.385,0.333,0.869
"1162",1162,"Maxi_Kleber","2018","DAL",72,20,52,16.8,6238.6,1.18,0.63,0.55,4.25,4.38,4.1,456,815615,1378242,0,"DAL",71,30,41,21.2,6.8,35.7,20.1,0.8,1.36,0.33,0.191,0.6,0.6,2.1,0.326,0.717,0.664
"1163",1163,"Maxi_Kleber","2019","DAL",71,30,41,21.2,8300,1.57,0.88,0.7,4.14,4.49,3.77,431,1378242,0,1,"DAL",64,37,27,25.6,9.3,36.6,21.2,0.7,1.2,0.3,0.254,0.8,0.1,2.9,0.833,0.5,0.893
"1166",1166,"Meyers_Leonard","2017","POR",74,37,37,16.5,5597.9,1.06,0.57,0.49,3.86,4.05,3.66,115,9213484,9904495,0,"POR",33,17,16,7.7,3.4,14,8.5,0.4,1.76,0.36,0.242,1.1,0.3,1.5,0.676,1,0.843
"1167",1167,"Meyers_Leonard","2018","POR",33,17,16,7.7,2805.2,0.53,0.29,0.24,4.13,4.27,3.96,124,9904495,10595506,0,"POR",61,35,26,14.4,5.9,25.4,15.6,0.7,1.71,0.38,0.23,1.1,0.6,2.4,0.338,0.308,0.866
"1168",1168,"Meyers_Leonard","2019","POR",61,35,26,14.4,5274.1,1,0.54,0.45,3.89,3.98,3.78,127,10595506,11286515,0,"MIA",49,34,15,20.1,6.1,29.5,16.3,0.9,1.75,0.34,0.207,1.3,0.6,1.8,0.306,0.448,0.921
"1171",1171,"Michael_Beasley","2017","MIL",56,23,33,16.7,6296.5,1.19,0.61,0.58,4.32,4.56,4.08,356,1403611,0,1,"NYK",73,23,50,22.1,13,41.8,26.4,1.5,2.11,0.94,0.31,4.1,3.6,3.1,0.567,0.541,0.934
"1172",1172,"Michael_Beasley","2018","NYK",73,23,50,22.1,8163.4,1.55,0.83,0.72,4.24,4.48,3.99,301,2116955,0,1,"LAL",26,11,15,10.7,7,19.3,12,0.8,2.35,1.4,0.361,1.7,1.4,1.6,0.744,0.432,0.756
"1174",1174,"Michael_CarterWilliams","2017","CHI",45,25,20,18.8,7276.2,1.38,0.75,0.63,4.41,4.7,4.1,250,3183526,0,1,"CHA",52,23,29,16.1,4.6,34.5,12.4,2.9,5.08,4.74,0.133,0.3,0.1,1.2,0.176,0,0.617
"1175",1175,"Michael_CarterWilliams","2018","CHA",52,23,29,16.1,6433.3,1.22,0.66,0.55,4.58,4.81,4.32,263,2700000,0,1,"ORL",28,17,11,13.3,4.8,30.1,8.9,2.5,4.97,4.59,0.159,0.2,0.1,0.8,0.333,0.667,0.727
"1176",1176,"Michael_CarterWilliams","2019","ORL",28,17,11,13.3,5619.3,1.06,0.58,0.49,4.46,4.87,4.05,357,1757429,0,1,"ORL",42,19,23,18.4,7.2,30,14.9,2.2,4.32,3.75,0.24,0.4,0.1,1.4,0.778,0,0.5
"1179",1179,"Michael_KiddGilchrist","2017","CHA",81,36,45,29,11535.1,2.18,1.14,1.05,4.53,4.67,4.38,71,1.3e+07,1.3e+07,0,"CHA",74,34,40,25,9.2,23.7,15.9,0.9,2.19,1.57,0.388,0.9,0.5,2.1,0.631,0.735,0.83
"1180",1180,"Michael_KiddGilchrist","2018","CHA",74,34,40,25,9955,1.89,0.97,0.92,4.53,4.62,4.43,89,1.3e+07,1.3e+07,0,"CHA",64,29,35,18.4,6.7,25.5,14,0.7,1.75,0.99,0.261,0.9,0.4,2.7,0.345,0.458,0.703
"1181",1181,"Michael_KiddGilchrist","2019","CHA",64,29,35,18.4,7579,1.44,0.76,0.68,4.35,4.61,4.1,98,1.3e+07,1.3e+07,0,"DAL",20,9,11,11.5,2.6,14.8,8.7,0.5,1.87,1.12,0.176,0.4,0.2,0.9,0.25,0,0.778
"1184",1184,"Mikal_Bridges","2019","PHX",82,19,63,29.5,12012.3,2.28,1.2,1.08,4.32,4.57,4.07,244,3552960,4161000,0,"PHX",64,26,38,27.2,8.8,37,21,1,1.67,0.72,0.237,1.4,0.2,1.9,0.444,0.364,0.976
"1186",1186,"Mike_Conley","2017","MEM",69,35,34,33.2,12298,2.33,1.31,1.02,4.22,4.57,3.84,4,26540100,28530608,0,"MEM",12,7,5,31.1,17.1,69,34.8,5.3,4.6,4.48,0.248,0.3,0,0.4,0,0,0.6
"1187",1187,"Mike_Conley","2018","MEM",12,7,5,31.1,11631.1,2.2,1.21,0.99,4.25,4.64,3.87,7,28530608,30521115,0,"MEM",70,30,40,33.5,21.1,83.2,38.2,6.7,4.8,4.37,0.254,1,0.1,0.8,0.625,1,0.643
"1188",1188,"Mike_Conley","2019","MEM",70,30,40,33.5,13604.3,2.58,1.47,1.11,4.31,4.72,3.87,9,30521116,32511623,0,"UTA",41,24,17,28.6,13.8,63.7,27,4.9,4.63,4.2,0.217,0.4,0,0.5,0.6,0,0.381
"1192",1192,"Mike_Muscala","2017","ATL",70,36,34,17.7,6979.4,1.32,0.71,0.61,4.5,4.93,4.09,412,1015696,0,1,"ATL",53,14,39,20,7.6,31.2,18.7,0.7,1.28,0.36,0.245,1.8,0.2,2.3,0.379,0.333,0.76
"1193",1193,"Mike_Muscala","2018","ATL",53,14,39,20,8108.6,1.54,0.84,0.69,4.63,5.02,4.23,199,5e+06,5e+06,0,"LAL",63,35,28,20.4,7,37.8,19.8,0.8,1.2,0.23,0.186,1.3,0.3,1.7,0.353,0.524,0.611
"1194",1194,"Mike_Muscala","2019","LAL",63,35,28,20.4,8663.5,1.64,0.9,0.74,4.49,4.94,4.05,214,5e+06,0,1,"OKC",41,23,18,12,4.6,24.2,12.7,0.5,1.18,0.22,0.191,0.6,0.2,0.9,0.36,0.286,1.026
"1196",1196,"Mike_Scott","2017","ATL",18,7,11,10.8,4149.9,0.79,0.41,0.37,4.35,4.71,4.01,243,3333334,0,1,"WAS",76,39,37,18.5,8.8,29.9,19.3,0.8,1.59,0.6,0.294,2.8,1.4,2.1,0.366,0.679,0.795
"1197",1197,"Mike_Scott","2018","WAS",76,39,37,18.5,7124.5,1.35,0.73,0.61,4.42,4.79,4.04,329,1709538,0,1,"PHI",79,44,35,17.7,5.8,25.9,14,0.7,1.51,0.68,0.224,0.6,0.5,0.9,0.311,0.556,0.735
