Player,Season,TEAM,AGE,GP,MIN,Box Outs,OFF Box Outs,DEF Box Outs,Team Reb on Box Outs,Player Reb on Box Outs,% Box Outs Off,% Box Outs Def,% Team Reb When Box Out,% Player Reb When Box Out
John Collins,2017,ATL,20,74,24.1,7.6,1.8,5.7,3.8,1.4,24.1,75.9,82.2,31
John Henson,2017,MIL,27,76,25.9,6.8,1.1,5.7,3.5,1.2,16.2,83.8,85.2,29.9
John Holland,2017,CLE,29,24,7.3,1.1,0,1.1,0.7,0.2,3.7,96.3,81,23.8
John Wall,2017,WAS,27,41,34.4,0.5,0,0.5,0.4,0.1,0,100,94.1,11.8
Johnathan Motley,2017,DAL,23,11,16,4.7,0.6,4.1,2.5,0.9,13.5,86.5,93.1,34.5
Johnny O'Bryant III,2017,CHA,25,36,10.5,3.1,0.5,2.6,1.8,0.4,15.2,84.8,85.5,21.1
Jon Leuer,2017,DET,29,8,17.1,5.1,0.3,4.9,2.6,0.5,4.9,95.1,84,16
Jonas Jerebko,2017,UTA,31,74,15.3,2.2,0.3,1.8,1.1,0.3,16,84,92.4,22.8
Jonas Valanciunas,2017,TOR,26,77,22.4,7.4,2.5,4.9,4,2,33.7,66.3,83.9,42.1
Jonathan Gibson,2017,BOS,30,4,10,0.3,0,0.3,0,0,0,100,0,0
Jonathan Isaac,2017,ORL,20,27,19.8,3.3,0.5,2.8,1.7,0.4,15.7,84.3,91.8,22.4
Jonathon Simmons,2017,ORL,28,69,29.4,1.5,0.1,1.4,0.7,0,9.6,90.4,84.2,5.3
Jordan Bell,2017,GSW,23,57,14.2,2.1,0.2,1.9,1.1,0.3,10.2,89.8,88.9,27.8
Jordan Clarkson,2017,CLE,26,81,23.3,1.2,0.1,1.1,0.8,0.1,9.2,90.8,93.2,11
Jordan Crawford,2017,NOP,29,5,10.7,0.2,0,0.2,0.2,0,0,100,100,0
Jordan Mickey,2017,MIA,23,23,12.4,3.4,0.7,2.7,1.7,0.7,21.5,78.5,90.9,38.6
Jose Calderon,2017,CLE,36,57,16,0.7,0,0.7,0.4,0.1,2.6,97.4,75.9,13.8
Josh Gray,2017,PHX,24,5,17.3,0.6,0,0.6,0.2,0,0,100,100,0
Josh Hart,2017,LAL,23,63,23.2,0.9,0,0.9,0.5,0.2,0,100,88.6,31.4
Josh Huestis,2017,OKC,26,69,14.2,1.6,0.3,1.3,1.1,0.2,18.6,81.4,91.6,19.3
Josh Jackson,2017,PHX,21,77,25.4,1.9,0.4,1.5,0.9,0.2,21.6,78.4,82.8,20.7
Josh Magette,2017,ATL,28,18,12,0.4,0,0.4,0.1,0,0,100,50,0
Josh McRoberts,2017,DAL,31,2,2.9,0.5,0,0.5,0,0,0,100,0,0
Josh Richardson,2017,MIA,24,81,33.2,1.7,0.1,1.6,0.9,0.1,5.8,94.2,85.9,9.4
Josh Smith,2017,NOP,32,3,3.9,1.3,0,1.3,0.7,0.3,0,100,66.7,33.3
Jrue Holiday,2017,NOP,28,81,36.1,2.5,0.1,2.3,1.2,0.2,6,94,81.4,16.1
Juancho Hernangomez,2017,DEN,22,25,11.1,0.9,0.2,0.7,0.3,0.2,18.2,81.8,58.3,41.7
Julius Randle,2017,LAL,23,82,26.7,5.5,1,4.5,3,1.3,18.6,81.4,86.1,37.2
Julyan Stone,2017,CHA,29,23,7.6,0.3,0,0.3,0.1,0,0,100,75,25
Justin Anderson,2017,PHI,24,38,13.7,0.7,0.1,0.7,0.5,0.1,7.4,92.6,90,25
Justin Holiday,2017,CHI,29,72,31.5,1.3,0,1.3,0.9,0.2,3.2,96.8,95.7,21.7
Justin Jackson,2017,SAC,23,68,22.2,1.1,0.1,1.1,0.5,0.1,5.1,94.9,82.2,20
Justin Patton,2017,MIN,21,1,3.7,0,0,0,0,0,0,0,0,0
Justise Winslow,2017,MIA,22,68,24.7,2.9,0.3,2.6,1.6,0.5,10.6,89.4,91.8,29.5
Jusuf Nurkic,2017,POR,23,79,26.4,8.6,2.2,6.4,4.9,2.3,25.7,74.3,85.7,41.3
Kadeem Allen,2017,BOS,25,18,6,0.4,0.1,0.3,0.2,0.1,28.6,71.4,66.7,33.3
Karl-Anthony Towns,2017,MIN,22,82,35.6,7.7,1.2,6.5,4.5,2.3,15.6,84.4,91.4,46.8
Kawhi Leonard,2017,SAS,27,9,23.3,1.2,0.1,1.1,0.8,0.3,9.1,90.9,100,42.9
Kay Felder,2017,DET,23,16,8.7,0.3,0,0.3,0.3,0.1,0,100,100,25
Kelly Olynyk,2017,MIA,27,76,23.4,5.7,1.4,4.3,2.8,1.1,24.6,75.4,83.5,31.5
Kelly Oubre Jr.,2017,WAS,22,81,27.5,1.1,0,1.1,0.6,0.2,3.4,96.6,91.8,32.7
Kemba Walker,2017,CHA,28,80,34.2,0.7,0,0.7,0.4,0,3.6,96.4,74.5,4.3
Kendrick Perkins,2017,CLE,33,1,14.5,2,0,2,1,0,0,100,100,0
Kenneth Faried,2017,DEN,28,32,14.4,4.4,1.8,2.6,2.3,1,41.4,58.6,86.9,38.1
Kent Bazemore,2017,ATL,28,65,27.5,0.9,0,0.9,0.5,0.1,1.8,98.2,85.3,17.6
Kentavious Caldwell-Pope,2017,LAL,25,74,33.2,2.1,0.3,1.9,1.3,0.4,13.2,86.8,89.8,26.9
Kevin Durant,2017,GSW,29,68,34.2,1.9,0.1,1.8,1.1,0.4,4.7,95.3,91.4,37
Kevin Love,2017,CLE,29,59,28,7.6,1.3,6.3,4.3,1.9,17.2,82.6,87.2,38.9
Kevon Looney,2017,GSW,22,66,13.8,3.3,0.4,2.9,1.7,0.7,12.4,87.6,84.7,34.4
Khem Birch,2017,ORL,25,42,13.8,3.9,0.9,3,2.1,1.1,22.4,77.6,86.3,45.1
Khris Middleton,2017,MIL,26,82,36.4,3,0.1,2.8,1.4,0.4,4.9,95.1,88.3,25.8
Klay Thompson,2017,GSW,28,73,34.3,1.6,0.1,1.5,1.1,0.2,7,93,85.6,18.9
Kobi Simmons,2017,MEM,20,32,20.1,0.2,0,0.1,0.1,0,20,80,50,0
Kosta Koufos,2017,SAC,29,71,19.6,5.4,1,4.3,2.8,1.3,19.3,80.7,85.9,40.2
Kris Dunn,2017,CHI,24,52,29.3,0.7,0,0.7,0.5,0.1,2.7,97.3,89.7,27.6
Kristaps Porzingis,2017,NYK,22,48,32.4,4.7,0.5,4.3,2.5,0.8,10.1,89.9,88.9,28.9
Kyle Anderson,2017,SAS,24,74,26.7,1.8,0.5,1.4,0.9,0.3,26.5,73.5,83.8,27.5
Kyle Collinsworth,2017,DAL,26,32,15,0.7,0.3,0.5,0.6,0.3,34.8,65.2,100,55.6
Kyle Korver,2017,CLE,37,73,21.6,1.9,0,1.9,1,0.1,0,100,89.4,9.4
Kyle Kuzma,2017,LAL,22,77,31.2,4.3,0.4,3.9,2,0.8,9.7,90.3,88.1,35.2
Kyle Lowry,2017,TOR,32,78,32.2,1.6,0.3,1.3,1,0.2,18.5,81.5,86.4,15.9
Kyle O'Quinn,2017,NYK,28,77,18,5.6,1.4,4.2,3,1.4,25,75,87.4,42.9
Kyle Singler,2017,OKC,30,12,4.9,0.4,0,0.4,0.3,0,0,100,100,0
Kyrie Irving,2017,BOS,26,60,32.2,1.3,0.1,1.2,0.8,0.1,11.4,88.6,89.5,14
LaMarcus Aldridge,2017,SAS,32,75,33.4,9.4,2.4,7,5,2,25.4,74.6,86.5,35.8
Lance Stephenson,2017,IND,27,82,22.6,0.8,0.2,0.7,0.5,0.1,22.9,77.1,88.1,16.7
Lance Thomas,2017,NYK,30,73,18.5,2.4,0.3,2,1,0.3,14.4,85.6,82,22.5
Langston Galloway,2017,DET,26,58,14.9,0.7,0,0.7,0.4,0.1,0,100,91.3,17.4
Larry Drew II,2017,NOP,28,10,7,0.2,0,0.2,0,0,0,100,0,0
Larry Nance Jr.,2017,CLE,25,66,21.5,6.8,1.3,5.5,3.6,1.4,19.3,80.7,86.9,32.8
Lauri Markkanen,2017,CHI,21,68,29.7,4,0.3,3.6,2,0.7,8.1,91.9,86,28
LeBron James,2017,CLE,33,82,36.9,3.3,0.4,2.9,1.8,0.9,12.2,87.8,87.9,44.8
London Perrantes,2017,SAS,23,14,4.7,0.2,0,0.2,0.1,0,0,100,100,0
Lonzo Ball,2017,LAL,20,52,34.2,1.3,0.3,1.1,0.8,0.3,19.1,80.9,87.8,26.5
Lorenzo Brown,2017,TOR,27,14,9.9,0.6,0,0.6,0.4,0.1,0,100,83.3,16.7
Lou Williams,2017,LAC,31,79,32.8,0.9,0,0.8,0.5,0,1.5,98.5,82,4
Luc Mbah a Moute,2017,HOU,31,61,25.6,3.3,0.3,3.1,2,0.4,7.4,92.6,91.2,16.2
Lucas Nogueira,2017,TOR,25,49,8.5,1.4,0,1.4,0.7,0.1,2.9,97.1,92.3,15.4
Luis Montero,2017,DET,25,2,4,0,0,0,0,0,0,0,0,0
Luke Babbitt,2017,MIA,29,50,14.3,2.7,0.1,2.6,1,0.3,2.3,97.7,86.4,23.7
Luke Kennard,2017,DET,22,73,20,1,0,1,0.7,0.1,1.4,98.6,89.5,12.3
Luke Kornet,2017,NYK,22,20,16.3,4.8,0.4,4.3,2.6,0.8,8.4,91.6,91.4,29.3
Luol Deng,2017,LAL,33,1,13.1,0,0,0,0,0,0,0,0,0
Malachi Richardson,2017,TOR,22,26,12.4,0.6,0,0.6,0.3,0.1,0,100,81.8,18.2
Malcolm Brogdon,2017,MIL,25,48,29.9,1.5,0.1,1.5,0.8,0.1,4.1,95.9,90.2,17.1
Malcolm Delaney,2017,ATL,29,54,18.8,0.7,0,0.7,0.4,0.1,5.4,94.6,82.1,14.3
Malcolm Miller,2017,TOR,25,15,8.4,1.5,0,1.5,0.8,0.3,0,100,100,33.3
Malik Beasley,2017,DEN,21,62,9.4,0.4,0.1,0.4,0.3,0.1,11.1,88.9,90.5,19
Malik Monk,2017,CHA,20,63,13.5,0.4,0,0.4,0.3,0,3.7,96.3,94.7,10.5
Mangok Mathiang,2017,CHA,25,4,5,2.5,0.3,2.3,2,0.5,10,90,100,25
Manu Ginobili,2017,SAS,40,65,20,1.2,0.1,1.1,0.7,0.1,10.1,89.9,91.8,18.4
MarShon Brooks,2017,MEM,29,7,27.5,0.4,0,0.4,0.3,0.1,0,100,100,50
Marc Gasol,2017,MEM,33,73,33,6.6,0.4,6.2,3.7,1.5,6,94,92.9,36.4
Marcin Gortat,2017,WAS,34,82,25.3,8.3,2.5,5.8,4.4,2,30.5,69.5,83.3,37.5
Marco Belinelli,2017,PHI,32,80,24.3,1,0.1,0.9,0.6,0.1,8.9,91.1,86.8,15.1
Marcus Georges-Hunt,2017,MIN,24,42,5.3,0.4,0.1,0.4,0.2,0,16.7,83.3,87.5,12.5
Marcus Morris Sr.,2017,BOS,28,54,26.7,4,0.6,3.5,1.9,0.5,13.8,86.2,85.1,22.3
Marcus Paige,2017,CHA,24,5,5.6,0,0,0,0,0,0,0,0,0
Marcus Smart,2017,BOS,24,54,29.9,2.9,0.6,2.3,1.5,0.3,20.3,79.7,75.7,15.9
Mario Chalmers,2017,MEM,32,66,21.5,0.9,0,0.9,0.5,0.1,0,100,89.2,13.5
Mario Hezonja,2017,ORL,23,75,22.1,2,0.3,1.7,0.8,0.3,12.9,87.1,76.2,29.8
Markel Brown,2017,HOU,26,4,7.9,0.5,0,0.5,0.3,0,0,100,100,0
Markelle Fultz,2017,PHI,20,14,18.1,1.4,0.1,1.2,0.4,0,10.5,89.5,75,0
Markieff Morris,2017,WAS,28,73,27,5,1.3,3.8,2.4,1,24.8,75.2,82.1,34.4
Marquese Chriss,2017,PHX,20,72,21.2,4.2,0.8,3.4,2.3,0.8,18.9,81.1,90.5,31.8
Marquis Teague,2017,MEM,25,3,24.6,0,0,0,0,0,0,0,0,0
Marreese Speights,2017,ORL,30,52,13,3,0.4,2.6,1.5,0.5,12.8,87.2,86.8,29.7
Marshall Plumlee,2017,MIL,25,8,6.5,3.4,1,2.4,1.3,0.6,29.6,70.4,90.9,45.5
Marvin Williams,2017,CHA,32,78,25.7,4.4,0.5,3.8,1.8,0.5,12.4,87.6,83.5,23.5
Mason Plumlee,2017,DEN,28,74,19.5,5.4,1.8,3.6,2.6,0.9,32.7,67.3,82,28.9
Matt Costello,2017,SAS,24,4,8.1,1.8,0.3,1.5,0.5,0.5,14.3,85.7,100,100
Matt Williams Jr.,2017,MIA,24,3,3.8,0,0,0,0,0,0,0,0,0
Matthew Dellavedova,2017,MIL,27,38,18.8,1.6,0,1.6,0.8,0,1.6,98.4,78.4,2.7
Maurice Harkless,2017,POR,25,59,21.4,2,0.4,1.5,0.8,0.3,22.4,77.6,84.5,29.3
Maxi Kleber,2017,DAL,26,72,16.8,3.6,0.5,3.1,2,0.6,14.1,85.9,85.1,26.2
Meyers Leonard,2017,POR,26,33,7.7,3.1,0.4,2.7,1.4,0.5,12.9,87.1,85.5,30.9
Michael Beasley,2017,NYK,29,74,22.3,1.9,0.4,1.4,1,0.4,22.6,77.4,88.8,35
Michael Carter-Williams,2017,CHA,26,52,16.1,0.6,0.1,0.5,0.3,0.1,13.8,86.2,94.7,21.1
Michael Kidd-Gilchrist,2017,CHA,24,74,25,1.9,0.3,1.5,1.1,0.2,18.1,81.9,83,12.8
Mike Conley,2017,MEM,30,12,31.1,1.2,0.1,1.1,0.5,0.1,7.1,92.9,85.7,14.3
Mike James,2017,PHX,27,36,19.1,0.4,0,0.4,0.3,0,6.7,93.3,81.8,9.1
Mike Muscala,2017,ATL,26,53,20,6.4,0.9,5.5,2.8,0.8,13.6,86.4,87.7,24.6
Mike Scott,2017,WAS,29,76,18.5,5.1,0.8,4.3,2.5,0.7,16.3,83.7,85.3,25.2
Miles Plumlee,2017,ATL,29,55,16.7,5.9,0.7,5.2,3,0.7,12.3,87.7,87.3,20.6
Milos Teodosic,2017,LAC,31,45,25.2,0.8,0,0.8,0.5,0.1,0,100,85.7,10.7
Milton Doyle,2017,BKN,24,10,12.5,0.5,0,0.5,0.1,0,0,100,33.3,0
Mindaugas Kuzminskas,2017,NYK,28,1,1.9,0,0,0,0,0,0,0,0,0
Mirza Teletovic,2017,MIL,32,10,15.9,1.8,0.3,1.5,0.4,0,16.7,83.3,66.7,0
Monte Morris,2017,DEN,23,3,8.4,0,0,0,0,0,0,0,0,0
Montrezl Harrell,2017,LAC,24,76,17,5,0.8,4.2,2.5,0.8,16.1,83.9,83.6,26.3
Myke Henry,2017,MEM,25,20,18.9,0.8,0.1,0.7,0.5,0.1,17.6,82.4,75,16.7
Myles Turner,2017,IND,22,65,28.2,8.6,0.8,7.8,4.8,1.3,8.9,91.1,86.1,22.8
Nate Wolters,2017,UTA,27,5,3.8,0.4,0,0.4,0,0,0,100,0,0
Naz Mitrou-Long,2017,UTA,24,1,0.5,0,0,0,0,0,0,0,0,0
Nemanja Bjelica,2017,MIN,30,67,20.5,1.9,0.3,1.6,1.1,0.4,16.9,83.1,82.8,27.6
Nene,2017,HOU,35,52,14.6,4.6,0.8,3.8,2.5,0.9,16.7,83.3,89.2,31.1
Nerlens Noel,2017,DAL,24,30,15.7,3.8,0.5,3.3,2,1,13,87,92.4,45.5
Nick Collison,2017,OKC,37,15,5,2.4,0.5,1.9,1.3,0.5,22.2,77.8,73.1,26.9
Nick Young,2017,GSW,33,80,17.4,1.3,0.1,1.2,0.8,0.1,6.7,93.3,82.2,13.7
Nicolas Batum,2017,CHA,29,64,31,0.8,0.1,0.6,0.5,0.1,18,82,88.6,25.7
Nicolas Brussino,2017,ATL,25,4,2.5,0,0,0,0,0,0,0,0,0
Nigel Hayes,2017,SAC,23,9,13.6,2.6,0.2,2.3,1.7,0.6,8.7,91.3,100,33.3
Nik Stauskas,2017,BKN,24,41,12.8,0.2,0,0.2,0.1,0,0,100,83.3,16.7
Nikola Jokic,2017,DEN,23,75,32.6,8.1,1.7,6.4,4.5,2,21.3,78.7,91.6,40.7
Nikola Mirotic,2017,NOP,27,55,27.2,5,1.3,3.7,2.3,1,25.4,74.6,81.6,36.8
Nikola Vucevic,2017,ORL,27,57,29.5,7.9,0.7,7.2,4.5,1.9,9.1,90.9,91.1,39.3
Noah Vonleh,2017,CHI,22,54,16.2,2.6,0.8,1.8,1.2,0.6,29.5,70.5,83.1,42.9
Norman Powell,2017,TOR,25,70,15.2,0.7,0,0.7,0.4,0.1,2.1,97.9,82.9,14.3
OG Anunoby,2017,TOR,20,74,20,1.5,0.3,1.2,0.8,0.2,17.6,82.4,88.9,23.8
Okaro White,2017,CLE,25,6,13.3,1.7,0.3,1.3,1,0.5,20,80,85.7,42.9
Omari Johnson,2017,MEM,29,4,18.8,3.8,0,3.8,2,0,0,100,88.9,0
Omer Asik,2017,CHI,31,18,10.1,2.6,0.3,2.3,1.4,0.8,12.8,87.2,92.9,50
Omri Casspi,2017,GSW,30,53,14,1.1,0.4,0.8,0.6,0.3,31.1,68.9,86.1,38.9
Otto Porter Jr.,2017,WAS,25,77,31.6,2.5,0.5,2,1.3,0.4,19.3,80.7,85.7,28.6
P.J. Tucker,2017,HOU,33,82,27.8,4.9,0.8,4,2.5,0.9,17,83,86.4,29.8
PJ Dozier,2017,OKC,21,2,1.6,0,0,0,0,0,0,0,0,0
Pascal Siakam,2017,TOR,24,81,20.7,3.8,0.3,3.5,2,0.6,6.9,93.1,91.4,29.1
Pat Connaughton,2017,POR,25,82,18.1,1.1,0.1,1.1,0.6,0,5.3,94.7,89.7,1.7
Patrick Beverley,2017,LAC,29,11,30.3,0.6,0.2,0.5,0.5,0.3,28.6,71.4,100,60
Patrick McCaw,2017,GSW,22,57,16.9,1,0,1,0.7,0.2,1.8,98.2,84.4,20
Patrick Patterson,2017,OKC,29,82,15.5,3.4,0.2,3.1,1.6,0.3,6.2,93.8,88.2,18.4
Patty Mills,2017,SAS,29,82,25.7,1.3,0,1.2,0.8,0.1,1.9,98.1,91.7,5.6
Pau Gasol,2017,SAS,37,77,23.5,6.1,1.3,4.8,3.5,1.4,21.6,78.4,87.8,36.6
Paul George,2017,OKC,28,79,36.6,2.8,0.2,2.6,1.8,0.4,8.5,91.5,89.5,21.6
Paul Millsap,2017,DEN,33,38,30.1,6.1,0.8,5.3,3.2,1.1,13,87,90.4,30.1
Paul Zipser,2017,CHI,24,54,15.3,1.5,0.1,1.4,0.7,0.1,6.3,93.7,83.3,16.7
Quincy Acy,2017,BKN,27,70,19.4,5.2,0.5,4.7,2.4,0.5,8.8,91.2,84.7,17.3
Quincy Pondexter,2017,CHI,30,23,8.5,0.5,0,0.5,0.3,0,8.3,91.7,77.8,11.1
Quinn Cook,2017,GSW,25,33,22.4,0.7,0.1,0.6,0.3,0,20.8,79.2,62.5,0
RJ Hunter,2017,HOU,24,5,9,1,0,1,0.6,0,0,100,100,0
Rajon Rondo,2017,NOP,32,65,26.2,0.8,0.1,0.7,0.5,0.1,8.2,91.8,82.5,17.5
Ramon Sessions,2017,WAS,32,28,14,0.1,0,0.1,0,0,0,100,100,0
Rashad Vaughn,2017,MIL,21,28,7.6,0.5,0.1,0.4,0.3,0,14.3,85.7,90,10
Raul Neto,2017,UTA,26,41,12.2,0.4,0,0.4,0.2,0.1,0,100,88.9,22.2
Raymond Felton,2017,OKC,34,82,16.6,1.1,0.1,1,0.7,0.1,5.7,94.3,89.6,16.4
Reggie Bullock,2017,DET,27,62,27.9,0.7,0,0.7,0.5,0.1,0,100,96.7,23.3
Reggie Hearn,2017,DET,26,3,2.2,0.7,0,0.7,0,0,0,100,0,0
Reggie Jackson,2017,DET,28,45,26.7,0.9,0,0.9,0.6,0.1,2.4,97.6,92.9,14.3
Richard Jefferson,2017,DEN,38,20,8.2,1,0.1,0.8,0.3,0.1,15,85,60,10
Richaun Holmes,2017,PHI,24,48,15.5,4.2,0.7,3.6,1.9,0.7,15.3,84.7,84.5,30.9
Ricky Rubio,2017,UTA,27,77,29.3,0.9,0,0.9,0.5,0.1,0,100,87.2,10.6
Robert Covington,2017,PHI,27,80,31.6,2,0.3,1.7,1.1,0.2,15.9,84.1,83.2,17.8
Robin Lopez,2017,CHI,30,64,26.4,8.9,2.3,6.7,5.2,1.4,25.3,74.7,87.3,23.3
Rodney Hood,2017,CLE,25,60,26.9,1.9,0,1.9,0.9,0.1,0.9,99.1,83.8,13.2
Rodney McGruder,2017,MIA,26,18,16.6,1,0.2,0.8,0.4,0.1,22.2,77.8,80,20
Rodney Purvis,2017,ORL,24,16,18.1,1,0,1,0.6,0.3,0,100,69.2,38.5
Ron Baker,2017,NYK,25,29,13.3,1,0,1,0.5,0,0,100,68.4,5.3
Rondae Hollis-Jefferson,2017,BKN,23,68,28.2,6.2,0.4,5.7,3.3,1,7.2,92.8,92.1,28.3
Royce O'Neale,2017,UTA,25,69,16.7,1.1,0,1.1,0.7,0.3,2.7,97.3,91.8,34.7
Rudy Gay,2017,SAS,31,57,21.6,2.8,0.6,2.1,1.5,0.6,22.3,77.7,84,32
Rudy Gobert,2017,UTA,26,56,32.4,8.6,2.3,6.4,4.6,2,26.4,73.6,87.5,37
Russell Westbrook,2017,OKC,29,80,36.4,0.9,0.2,0.7,0.5,0.3,18.6,81.4,84.3,43.1
Ryan Anderson,2017,HOU,30,66,26.1,6.1,1.3,4.8,2.8,1.1,21.3,78.7,83.4,32.7
Ryan Arcidiacono,2017,CHI,24,24,12.7,0.5,0,0.5,0.2,0,0,100,83.3,16.7
Salah Mejri,2017,DAL,32,61,11.9,3.5,0.3,3.2,1.9,0.7,7.9,92.1,90.6,31.3
Sam Dekker,2017,LAC,24,73,12.1,2,0.3,1.7,1,0.3,15.5,84.5,75.5,22.3
Scotty Hopson,2017,DAL,28,1,8.4,0,0,0,0,0,0,0,0,0
Sean Kilpatrick,2017,CHI,28,52,12.3,0.4,0,0.3,0.3,0.1,5.3,94.7,100,46.7
Semi Ojeleye,2017,BOS,23,73,15.8,2,0.1,2,1,0.3,4,96,88.1,25
Serge Ibaka,2017,TOR,28,76,27.5,4.9,0.9,4,2.5,0.9,18.1,81.9,88.4,33.5
Shabazz Muhammad,2017,MIL,25,43,9.7,1,0.2,0.8,0.5,0.3,19,81,88.5,57.7
Shabazz Napier,2017,POR,26,74,20.8,0.5,0.1,0.5,0.3,0.1,10.8,89.2,95.2,28.6
Shane Larkin,2017,BOS,25,54,14.3,0.6,0,0.6,0.5,0,0,100,100,7.7
Shaquille Harrison,2017,PHX,24,23,16.7,0.8,0,0.8,0.6,0.1,0,100,100,15.4
Shaun Livingston,2017,GSW,32,71,15.9,0.8,0,0.8,0.5,0.1,3.5,96.5,83.7,23.3
Shelvin Mack,2017,ORL,28,69,19.8,1.2,0,1.2,0.8,0.1,1.2,98.8,89.8,13.6
Sindarius Thornwell,2017,LAC,23,73,15.8,1.5,0,1.4,0.8,0.1,1.9,98.1,76.7,11
Skal Labissiere,2017,SAC,22,60,20.7,4.7,1.1,3.6,2,0.8,22.9,77.1,81.6,32.7
Solomon Hill,2017,NOP,27,12,15.6,1.8,0.1,1.8,1,0.1,4.5,95.5,80,6.7
Spencer Dinwiddie,2017,BKN,25,80,28.8,1.7,0,1.7,0.8,0.2,0.7,99.3,88.3,16.9
Stanley Johnson,2017,DET,22,69,27.4,1.3,0.2,1.1,0.8,0.2,16.1,83.9,85.9,17.2
Stephen Curry,2017,GSW,30,51,32,1.2,0.2,1,0.8,0.3,16.9,83.1,87,32.6
Sterling Brown,2017,MIL,23,54,14.4,0.9,0.1,0.9,0.4,0.1,6,94,82.1,21.4
Steven Adams,2017,OKC,24,76,32.7,11.5,5.8,5.7,5.9,2.4,50.7,49.3,82.1,33.3
T.J. McConnell,2017,PHI,26,76,22.5,0.2,0,0.2,0.1,0,7.1,92.9,100,50
T.J. Warren,2017,PHX,24,65,33,1.3,0.4,0.9,0.6,0.2,28.2,71.8,89.1,32.6
TJ Leaf,2017,IND,21,53,8.7,1.8,0.3,1.4,0.6,0.3,17.2,82.8,81,33.3
Taj Gibson,2017,MIN,33,82,33.2,6.9,1.3,5.5,3.3,1.1,19.3,80.7,85.1,29.8
Tarik Black,2017,HOU,26,51,10.5,4.1,1.3,2.8,2,0.8,30.9,69.1,81.7,31.7
Taurean Prince,2017,ATL,24,82,30,1.9,0.1,1.9,1.1,0.3,3.8,96.3,82.9,22.5
Terrance Ferguson,2017,OKC,20,61,12.5,0.9,0,0.9,0.5,0.1,0,100,82.1,10.3
Terrence Ross,2017,ORL,27,24,25,1.3,0,1.2,0.8,0.1,3.3,96.7,94.7,10.5
Terry Rozier,2017,BOS,24,80,25.9,0.9,0.1,0.9,0.6,0.1,5.3,94.7,93.9,20.4
Thabo Sefolosha,2017,UTA,34,38,21.2,3.3,0.3,3,1.6,0.5,9.7,90.3,83.6,23.3
Thaddeus Young,2017,IND,30,81,32.2,5,0.9,4.1,2.4,0.9,18.4,81.6,85.7,31.2
Thomas Bryant,2017,LAL,20,15,4.8,1.3,0.1,1.2,0.6,0.2,5.3,94.7,90,30
Thon Maker,2017,MIL,21,74,16.7,4.3,0.5,3.9,1.9,0.4,10.6,89.4,86.7,19
Tim Frazier,2017,WAS,27,59,14.2,0.6,0,0.6,0.3,0,5.6,94.4,87,8.7
Tim Hardaway Jr.,2017,NYK,26,57,33.1,1.7,0.1,1.6,0.9,0.2,6.3,93.7,91.5,20.3
Tim Quarterman,2017,HOU,23,3,4.3,0,0,0,0,0,0,0,0,0
Timofey Mozgov,2017,BKN,31,31,11.6,4.1,0.5,3.6,2.3,0.7,11.1,88.9,88.8,26.3
Timothe Luwawu-Cabarrot,2017,PHI,23,52,15.5,1.3,0.1,1.2,0.7,0.1,4.5,95.5,90.5,14.3
Tobias Harris,2017,LAC,25,80,33.4,5.9,0.4,5.5,2.5,0.8,6.8,93.2,84.5,26.2
Tomas Satoransky,2017,WAS,26,73,22.5,1.3,0.3,1,0.8,0.1,23.1,76.9,83.1,15.5
Tony Allen,2017,NOP,36,22,12.4,1,0.4,0.6,0.6,0.2,40.9,59.1,76.5,23.5
Tony Bradley,2017,UTA,20,9,3.2,0.7,0.2,0.4,0.3,0.1,33.3,66.7,75,25
Tony Parker,2017,SAS,36,55,19.5,0.5,0,0.5,0.4,0.1,0,100,87,26.1
Tony Snell,2017,MIL,26,75,27.4,2.6,0,2.6,1.2,0.1,1,99,83.5,4.6
Torrey Craig,2017,DEN,27,39,16.1,1.6,0.1,1.5,0.9,0.3,7.8,92.2,90.2,31.7
Travis Wear,2017,LAL,27,17,13.4,3,0.2,2.8,1.3,0.3,5.9,94.1,91.7,25
Treveon Graham,2017,CHA,24,63,16.7,2.3,0.3,2,1.1,0.3,13.2,86.8,91.1,26.6
Trevor Ariza,2017,HOU,33,67,33.9,2.2,0.1,2.1,1.4,0.3,5.4,94.6,92.2,17.5
Trevor Booker,2017,IND,30,68,17,5.5,1.8,3.7,2.4,1,33,67,81.8,33
Trey Burke,2017,NYK,25,36,21.8,0.4,0,0.4,0.2,0.1,0,100,88.9,22.2
Trey Lyles,2017,DEN,22,73,19.1,3.9,0.5,3.4,1.8,0.7,11.7,88.3,89.9,35.6
Trey McKinney-Jones,2017,IND,27,1,1.2,1,0,1,0,0,0,100,0,0
Tristan Thompson,2017,CLE,27,53,20.2,6.2,2,4.2,3.3,1.3,31.9,68.1,81.9,32.9
Troy Daniels,2017,PHX,26,79,20.5,1.1,0.1,1,0.6,0.1,6,94,81.8,16.4
Troy Williams,2017,NYK,23,21,14.6,0.5,0.1,0.5,0.3,0.1,9.1,90.9,87.5,12.5
Tyler Cavanaugh,2017,ATL,24,39,13.3,4.6,1.1,3.4,2.2,0.6,25.3,74.7,84.2,24.8
Tyler Dorsey,2017,ATL,22,56,17.4,0.8,0,0.8,0.4,0.1,4.5,95.5,88,16
