Player,Season,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
Mario Chalmers,2017,MEM,66,21,45,21.5,7.7,51.4,20.8,3.8,4.42,3.98,0.15,0.4,0,0.4,0.542,0.667,0.464
Marcus Smart,2017,BOS,51,35,16,30.1,10.3,57.8,30.8,3.7,3.84,3.11,0.179,0.6,1.5,1.6,0.586,0.32,0.536
Marcus Paige,2017,CHA,5,4,1,5.6,2.4,12,5.8,1.1,5.3,4.77,0.2,0,0,0.2,0,0,0
Marcus Morris Sr.,2017,BOS,52,32,20,26.8,13.5,45.6,28.2,1.6,2.12,1.11,0.296,1,2.4,1.8,0.784,0.597,0.946
Marcus Georges-Hunt,2017,MIN,42,24,18,5.3,1.4,4.1,3,0.2,3.02,2.05,0.341,0,0,0.1,1,0,0.4
Marco Belinelli,2017,PHI,79,39,40,24.3,12.2,38,30.9,1.3,2.12,1.21,0.322,0.7,0,1.1,0.732,0,1.083
Marcin Gortat,2017,WAS,82,43,39,25.3,8.4,41.9,21.7,1,1.45,0.31,0.201,4.8,2.2,7.2,0.333,0.584,0.77
Marc Gasol,2017,MEM,73,21,52,33,17.2,83.7,57.8,2.4,1.75,0.55,0.206,8,10.2,5.4,0.247,0.402,0.657
MarShon Brooks,2017,MEM,7,2,5,27.5,20.1,51,31,3.9,4.63,3.6,0.395,0.6,0.3,1,1.5,0,0.571
Manu Ginobili,2017,SAS,65,39,26,20,8.9,33.6,24.1,1.8,3.25,2.37,0.264,0.3,0.1,0.6,0.118,0,0.707
Mangok Mathiang,2017,CHA,4,3,1,4.9,2,6.8,3.3,0.1,1.28,0.15,0.296,0.8,0,1.8,0.667,0,1.143
Malik Monk,2017,CHA,63,26,37,13.5,6.7,23.5,10.3,1.9,4.9,4.65,0.284,0.1,0,0.3,0.4,0,1
Malik Beasley,2017,DEN,62,34,28,9.4,3.2,9.4,6.7,0.3,2.01,1.29,0.337,0.2,0,0.4,0.545,0,1
Malcolm Miller,2017,TOR,15,15,0,8.4,2.5,9.8,7.1,0.3,1.74,0.75,0.259,0,0,0.3,0,0,1.2
Malcolm Delaney,2017,ATL,53,16,37,18.7,6.3,40.2,21.5,2.7,3.99,3.32,0.157,0.2,0,0.3,0.5,0,0.571
Malcolm Brogdon,2017,MIL,47,25,22,29.8,13,55.7,26.9,3.3,3.56,3.35,0.233,0.9,0.3,1.6,0.364,0.375,0.816
Malachi Richardson,2017,TOR,26,8,18,12.4,3.4,14.8,11.7,0.5,1.93,0.89,0.232,0.1,0.1,0.2,1,0,0.8
Luol Deng,2017,LAL,1,0,1,13.1,2,12,6,0.4,1.9,0.83,0.167,0,0,0,0,0,0
Luke Kornet,2017,NYK,20,6,14,16.3,6.7,32.7,19.6,0.7,1.35,0.44,0.205,0.7,0.8,2,0,0.733,0.974
Luke Kennard,2017,DET,73,34,39,20,7.6,22.9,18.9,1,2.61,1.7,0.334,0.7,0,0.6,0.694,0,0.535
Luke Babbitt,2017,MIA,49,15,34,14.1,5.1,21.6,13.2,0.6,1.54,0.62,0.235,0.4,0.1,0.4,0.5,0.667,0.833
Luis Montero,2017,DET,2,1,1,4,0,3.5,1.5,0.3,5.06,3.43,0,0,0,0,0,0,0
Lucas Nogueira,2017,TOR,49,36,13,8.5,2.5,11.7,6.7,0.2,1.04,0.19,0.213,0.8,0.1,1.9,0.125,0,0.895
Luc Mbah a Moute,2017,HOU,61,52,9,25.6,7.5,26.4,16,0.8,1.85,1.01,0.286,0.6,0.3,1,0.824,0.333,0.915
Lou Williams,2017,LAC,79,42,37,32.8,22.6,65.5,34.6,4.3,3.98,3.12,0.344,0.4,0,0.8,0.941,2,0.871
Lorenzo Brown,2017,TOR,14,9,5,9.9,2.3,17.4,9.1,1.1,3.85,3.2,0.131,0.1,0,0.1,1,0,0
Lonzo Ball,2017,LAL,52,24,28,34.2,10.2,80.8,30.1,5.2,3.82,3.18,0.126,0.7,0.2,2.1,0.514,0.182,0.5
London Perrantes,2017,SAS,14,8,6,4.7,0.5,8.6,3.1,0.8,5.52,4.78,0.058,0,0,0.2,0,0,0.667
LeBron James,2017,CLE,82,50,32,36.9,27.5,87.1,42.5,6.7,4.64,3.48,0.315,1.5,4.4,3.9,0.728,0.387,0.991
Lauri Markkanen,2017,CHI,68,23,45,29.7,15.2,71.3,33.4,2,1.71,0.8,0.213,0.8,2.3,2.8,0.491,0.557,0.874
Larry Nance Jr.,2017,CLE,66,32,34,21.5,8.7,36.9,18.5,0.9,1.5,0.42,0.236,3.5,0.9,6.5,0.433,0.344,0.857
Larry Drew II,2017,NOP,10,6,4,7,1.7,14.3,5.3,1.3,5.35,4.92,0.119,0,0,0.3,0,0,0
Langston Galloway,2017,DET,58,28,30,14.9,6.2,20.5,13.4,1.1,3.11,2.56,0.303,0.2,0,0.3,0.429,0,0.563
Lance Thomas,2017,NYK,72,24,48,18.4,4.1,22.3,15.3,0.6,1.64,0.4,0.182,0.5,0.2,1.2,0.294,0.125,0.536
Lance Stephenson,2017,IND,82,48,34,22.6,9.2,36.9,22.3,2.5,4.03,3.32,0.25,0.2,0.1,0.8,0.8,0.571,0.754
LaMarcus Aldridge,2017,SAS,75,45,30,33.4,23.1,61,45.2,2.2,2.12,0.91,0.379,4,13.9,8.7,0.515,0.577,0.957
Kyrie Irving,2017,BOS,57,38,19,32.2,24.4,76,29.9,6.1,4.82,4.47,0.321,1,0.5,1.1,0.729,0.645,0.831
Kyle Singler,2017,OKC,11,5,6,3.3,1.3,4.8,3.6,0.1,1.85,1.45,0.264,0.2,0,0.5,2,0,1.2
Kyle O'Quinn,2017,NYK,76,27,49,17.9,7.1,38.1,20.5,1.2,1.83,0.32,0.187,2.8,1.2,3.7,0.443,0.394,0.993
Kyle Lowry,2017,TOR,78,57,21,32.2,16.2,76.3,30.9,5.1,3.98,3.34,0.213,0.3,0.1,1.1,0.385,0.571,0.53
Kyle Kuzma,2017,LAL,77,34,43,31.2,16.1,48.1,27.2,1.8,2.19,1.19,0.335,1.3,1.6,2.4,0.515,0.508,0.941
Kyle Korver,2017,CLE,73,43,30,21.6,9.2,21.5,16.3,0.5,1.37,0.52,0.429,0.2,0,0.5,0.588,1,0.8
Kyle Collinsworth,2017,DAL,32,9,23,15,3.2,24,11.7,1.5,3.66,3.01,0.132,0.4,0.5,1.3,0,0.176,0.439
Kyle Anderson,2017,SAS,74,41,33,26.7,7.9,40.5,24.6,1.8,2.64,1.58,0.195,0.8,0.4,2.4,0.542,0.406,0.943
Kristaps Porzingis,2017,NYK,48,22,26,32.4,22.7,61,40.2,1.7,1.64,0.55,0.371,5.4,8,4.3,0.669,0.687,0.83
Kris Dunn,2017,CHI,52,19,33,29.3,13.4,73.9,26.2,5.6,4.54,3.94,0.182,0.3,1,0.6,0.667,0.46,0.97
Kosta Koufos,2017,SAC,71,22,49,19.6,6.7,34.9,19.3,1,1.7,0.41,0.192,4.3,1.4,5.4,0.362,0.438,0.813
Kobi Simmons,2017,MEM,32,6,26,20.1,6.1,40.6,17.9,2.7,4.01,3.28,0.151,0.2,0,0.6,0.571,0,1
Klay Thompson,2017,GSW,73,55,18,34.3,20,47.7,36.5,1.7,2.13,1.38,0.42,1.6,1.1,2.1,0.843,0.7,0.815
Khris Middleton,2017,MIL,81,44,37,36.4,20.2,64.5,36.9,3.1,2.91,2.11,0.313,1.4,1.5,1,0.412,0.624,0.8
Khem Birch,2017,ORL,42,14,28,13.8,4.2,19.7,11.3,0.5,1.51,0.53,0.215,2.4,0.8,4,0.287,0.265,0.681
Kevon Looney,2017,GSW,66,45,21,13.8,4,21.1,12.5,0.6,1.62,0.62,0.191,1.2,0.8,2.8,0.354,0.208,0.732
Kevin Love,2017,CLE,59,37,22,28,17.6,52.2,28.2,1.4,1.66,0.42,0.338,1.6,4.5,4.8,0.358,0.629,0.89
Kevin Durant,2017,GSW,68,49,19,34.2,26.4,67.9,39.1,3.9,3.45,2.42,0.388,1.7,4.3,1.7,0.649,0.534,1.19
Kentavious Caldwell-Pope,2017,LAL,74,31,43,33.2,13.4,42.6,24.1,1.7,2.33,1.65,0.315,0.6,0,1.3,0.561,0,0.811
Kent Bazemore,2017,ATL,64,19,45,27.5,12.8,52.9,35.4,2.3,2.59,1.72,0.241,0.6,0,0.7,0.541,0,0.956
Kenneth Faried,2017,DEN,32,16,16,14.4,5.9,20.4,11.3,0.6,1.62,0.56,0.288,1.4,1.1,5,0.591,0.471,0.855
Kendrick Perkins,2017,CLE,1,0,1,14.5,3,23,12,0.9,2.22,0.96,0.13,1,2,1,0,1.5,0
Kemba Walker,2017,CHA,80,36,44,34.2,22.1,81.2,25.5,7.8,5.77,5.51,0.272,0.2,0,0.5,0.375,0,0.535
Kelly Oubre Jr.,2017,WAS,81,43,38,27.5,11.8,34.3,24.6,1.2,2.13,1.26,0.343,0.6,0,1.3,0.771,0,0.945
Kelly Olynyk,2017,MIA,75,41,34,23.3,11.5,50.3,30.2,1.7,1.99,0.78,0.228,2,1.9,2.9,0.311,0.455,0.739
Kay Felder,2017,DET,16,6,10,8.7,3.6,20.8,9.3,1.4,4.17,4.2,0.172,0,0,0.3,0,0,0
Kawhi Leonard,2017,SAS,9,5,4,23.3,16.2,41.3,25.1,3.2,4.7,3.98,0.392,0.8,2.6,1.4,1.143,0.348,0.692
Karl-Anthony Towns,2017,MIN,82,47,35,35.6,21.3,69.4,42.3,2,1.75,0.53,0.306,3.6,6.5,6.2,0.622,0.675,1.079
Kadeem Allen,2017,BOS,18,9,9,6,1.1,10.9,3.8,0.8,4.49,4.02,0.096,0,0,0.3,0,0,1
Jusuf Nurkic,2017,POR,79,48,31,26.4,14.3,57.1,30.9,1.6,1.71,0.53,0.251,4.5,4.5,6.2,0.511,0.517,0.965
Justise Winslow,2017,MIA,67,32,35,24.7,7.7,47,19.2,2.4,3.01,2.21,0.163,0.7,0.6,2,0.543,0.216,0.562
Justin Patton,2017,MIN,1,0,1,3.7,2,4,2,0.2,2.63,1.25,0.5,0,1,1,0,2,2
Justin Jackson,2017,SAC,68,21,47,22.2,6.7,27.3,20,0.8,1.82,0.68,0.244,0.5,0.1,1.1,0.667,0,1.065
Justin Holiday,2017,CHI,72,24,48,31.5,12.2,34.4,26.1,1.2,2.13,1.55,0.353,0.5,0,1,0.568,0,0.873
Justin Anderson,2017,PHI,37,27,10,13.9,6.2,20.4,15.6,0.7,1.94,0.85,0.305,0.4,0,1.7,0.846,0,0.71
Julyan Stone,2017,CHA,23,10,13,7.6,0.8,10.5,4.3,0.7,4.25,4,0.079,0,0,0.1,0,0,0
Julius Randle,2017,LAL,82,35,47,26.7,16.1,51.1,29.4,2.2,2.61,1.35,0.316,3.1,4.6,5.5,0.563,0.467,0.978
Juancho Hernangomez,2017,DEN,25,15,10,11.1,3.3,13.8,8.5,0.3,1.44,0.62,0.237,0.2,0.1,0.8,1,0,1
Jrue Holiday,2017,NOP,81,47,34,36.1,19,77,36.7,4.6,3.61,3.19,0.246,1.1,0.7,2.2,0.644,0.746,0.896
Josh Smith,2017,NOP,3,2,1,3.9,0.7,8.3,4.3,0.3,1.89,0.8,0.08,0.3,0,1,0,0,0.667
Josh Richardson,2017,MIA,80,43,37,33.2,13,57.2,31.1,3.4,3.62,2.86,0.227,0.7,0.2,1.2,0.492,0.533,0.688
Josh McRoberts,2017,DAL,2,2,0,2.9,0,3.5,1,0.1,1.19,0.57,0,0.5,0,0,0,0,0
Josh Magette,2017,ATL,18,3,15,12,2.6,28.5,12.2,2.1,4.43,4.38,0.09,0.1,0,0.1,0,0,0
Josh Jackson,2017,PHX,77,19,58,25.4,13.1,37.5,25.3,1.6,2.59,1.89,0.35,0.7,0.2,2.2,0.547,0.438,0.964
Josh Huestis,2017,OKC,68,43,25,14.2,2.3,12.9,7.4,0.3,1.46,0.48,0.181,0.2,0,0.9,0.071,1,0.61
Josh Hart,2017,LAL,63,27,36,23.2,7.9,24.4,15.2,1,2.37,1.6,0.323,0.4,0.1,1,0.778,0,0.631
Josh Gray,2017,PHX,5,0,5,17.3,6.4,43.6,14.8,3.9,5.34,5.38,0.147,0.2,0,0.4,0,0,0
Jose Calderon,2017,CLE,57,33,24,16,4.5,31.4,10.7,2.3,4.44,4.24,0.142,0.2,0,0.4,0.455,0,0.381
Jordan Mickey,2017,MIA,23,15,8,12.3,4,23.3,9.7,0.6,1.58,0.53,0.174,1.6,0.7,1.8,0.595,0.375,0.878
Jordan Crawford,2017,NOP,5,3,2,10.7,6.6,27,10.4,2,4.54,4.21,0.244,0,0.2,0.2,0,0,0
Jordan Clarkson,2017,CLE,81,40,41,23.3,13.9,41.4,20.6,3,4.41,3.7,0.335,0.6,0.1,1.1,0.711,0.5,0.833
Jordan Bell,2017,GSW,57,43,14,14.2,4.6,27.7,15.9,0.8,1.71,0.5,0.166,1.9,1.1,3.2,0.377,0.194,0.8
Jonathon Simmons,2017,ORL,69,21,48,29.4,13.9,42.3,30.4,2.5,3.48,2.87,0.329,0.9,0.7,1.4,0.508,0.56,0.704
Jonathan Isaac,2017,ORL,27,11,16,19.8,5.4,28,14.9,0.7,1.53,0.56,0.192,0.7,0.5,1.7,0.35,0.308,0.702
Jonathan Gibson,2017,BOS,4,2,2,10,8.5,14.3,8,0.8,3.2,2.63,0.596,0.5,0,0.3,1,0,2
Jonas Valanciunas,2017,TOR,77,56,21,22.4,12.7,47.5,25.5,1.4,1.76,0.58,0.268,3.5,2.8,6.7,0.701,0.696,0.949
Jonas Jerebko,2017,UTA,74,45,29,15.3,5.8,28.2,17.3,0.6,1.38,0.4,0.206,0.6,0.1,1.2,0.766,0.091,0.818
Jon Leuer,2017,DET,8,5,3,17.1,5.4,28.6,15.9,0.8,1.72,0.56,0.188,2.6,0.8,2.6,0.095,0.333,0.857
Johnny O'Bryant III,2017,CHA,36,15,21,10.5,4.8,17.3,10.1,0.5,1.77,0.77,0.275,1,1.3,1.9,0.333,0.447,0.667
Johnathan Motley,2017,DAL,11,1,10,16,8.7,26.6,17,0.9,2,0.8,0.328,3.1,2,3.6,0.588,0.636,1.025
John Wall,2017,WAS,41,23,18,34.4,19.4,80.6,23.3,8.5,6.3,5.62,0.241,0.3,0.2,0.2,0.364,0.4,1.2
John Holland,2017,CLE,24,17,7,7.3,2.3,8.4,5.2,0.3,2.37,1.7,0.267,0.3,0.1,0.3,0.667,0,0.571
John Henson,2017,MIL,75,39,36,26,8.9,30.7,19.8,0.8,1.47,0.34,0.288,4,0.6,7.7,0.262,0.574,0.853
John Collins,2017,ATL,73,21,52,24.1,10.4,47.2,26.7,1.2,1.49,0.41,0.22,4.6,0.9,6.9,0.375,0.422,0.898
Joffrey Lauvergne,2017,SAS,55,30,25,9.7,4.1,15.1,9.8,0.5,1.83,0.7,0.271,2,1.1,3.5,0.389,0.467,0.821
Joel Embiid,2017,PHI,62,41,21,30.3,23.1,76.4,52.2,2.8,2.19,0.91,0.302,3.7,13.8,6.3,0.338,0.653,0.91
Joel Bolomboy,2017,UTA,6,3,3,6.3,1.5,7.7,4.7,0.2,1.94,0.41,0.196,0.5,0.2,2.2,0,0,0.385
Joe Young,2017,IND,53,28,25,10.5,3.9,16.8,8.2,1.1,4.11,3.81,0.233,0.1,0,0.2,0,1,0.5
Joe Johnson,2017,HOU,55,35,20,21.9,6.8,33.9,19.8,1.5,2.58,1.64,0.199,0.5,2.5,0.4,0.481,0.543,0.609
Joe Ingles,2017,UTA,82,48,34,31.4,11.5,51.6,37,2.5,2.92,1.97,0.222,1.2,0,0.5,0.158,0,0.707
Joe Harris,2017,BKN,77,26,51,25.3,10.9,36.9,28.5,1.2,1.88,0.87,0.295,0.6,0,1.2,0.688,0,0.8
Jodie Meeks,2017,WAS,77,41,36,14.5,6.3,19.3,14.9,0.6,1.82,1.3,0.327,0.3,0,0.2,0.385,0,1.059
Joakim Noah,2017,NYK,7,1,6,5.7,1.7,13.4,7.4,0.3,1.48,0.61,0.128,0.6,0.4,1.6,0,0,0.545
Jimmy Butler,2017,MIN,59,37,22,36.7,22.2,63.1,40.3,4.5,4.25,3.1,0.351,1.1,2.6,3,0.667,0.422,0.989
Jerryd Bayless,2017,PHI,38,21,17,23.9,8,30.1,22.2,1.2,2.41,1.62,0.266,0.4,0,1,0.643,0,1.105
Jerian Grant,2017,CHI,74,24,50,22.8,8.4,51.1,20,4,4.69,4.63,0.164,0.2,0.1,0.2,0,0,0.143
Jeremy Lin,2017,BKN,1,0,1,25.2,18,50,22,4.3,5.11,5.22,0.36,1,0,1,2,0,2
Jeremy Lamb,2017,CHA,80,36,44,24.6,12.9,36,26.5,2,3.38,2.42,0.358,0.7,0.1,1,0.943,0.5,0.91
Jeremy Evans,2017,ATL,1,0,1,5.4,2,8,6,0.2,1.43,0.75,0.25,0,0,1,0,0,2
Jerami Grant,2017,OKC,80,48,32,20.3,8.4,30.9,16.6,0.8,1.58,0.56,0.272,1.8,1,3.2,0.676,0.608,0.843
Jeff Withey,2017,DAL,10,2,8,3.9,1.5,5.7,3.7,0.1,1.39,0.26,0.263,0.5,0.2,0.2,1,0,1
Jeff Teague,2017,MIN,70,41,29,33,14.2,76,24.1,7.1,5.57,5.33,0.187,0.2,0.1,0.3,0.294,1.2,0.429
Jeff Green,2017,CLE,78,47,31,23.4,10.8,33.1,18.1,1.4,2.55,1.53,0.328,0.9,1.3,2.3,0.556,0.615,1
Jayson Tatum,2017,BOS,77,50,27,30.7,13.9,42.7,27.3,1.8,2.53,1.58,0.326,0.6,0.9,1.4,0.614,0.515,0.954
Jaylen Morris,2017,ATL,6,2,4,16.4,4.7,17.5,9.3,0.7,2.32,1.67,0.267,0,0,0.7,0,0,1.5
Jaylen Brown,2017,BOS,67,44,23,30.6,14.3,38.9,26.5,1.5,2.39,1.56,0.369,0.5,1.2,2.6,0.625,0.556,0.791
Jawun Evans,2017,LAC,48,24,24,16.2,4.8,32.2,13.2,2.1,3.96,3.73,0.149,0.2,0,0.3,0.636,0,0.5
Jason Terry,2017,MIL,51,27,24,16,3.3,18.7,11.4,0.5,1.74,1.03,0.174,0.1,0,0.1,0.571,0,0
Jason Smith,2017,WAS,33,15,18,8.6,3.4,15.6,8.6,0.4,1.36,0.25,0.219,1,0.2,1.1,0.313,0,0.703
Jarrett Jack,2017,NYK,61,25,36,24.8,7.4,63.4,21.1,5.2,4.9,4.65,0.117,0.3,0.2,0.2,0.313,0,0.5
Jarrett Allen,2017,BKN,70,24,46,20,8.3,32.3,20.2,0.7,1.34,0.35,0.257,2.7,0.3,6.4,0.416,0.522,0.84
Jarell Martin,2017,MEM,73,21,52,22.7,7.7,35.9,19.6,1.2,1.99,0.77,0.215,1.5,0.6,2.6,0.351,0.5,0.771
Jarell Eddie,2017,CHI,3,1,2,2.9,0,2.7,1.7,0.1,2.31,1.63,0,0,0,0,0,0,0
Jared Dudley,2017,PHX,48,7,41,14.3,3.2,28.7,15.8,0.7,1.55,0.48,0.11,0.6,0.7,0.5,0.071,0.121,0.727
Jamil Wilson,2017,LAC,15,6,9,18.3,7,27.1,15.4,0.6,1.41,0.49,0.258,0.3,0.1,0.4,0.8,0,1
James Young,2017,PHI,6,4,2,10.2,2.8,9,7.8,0.3,1.73,0.43,0.315,0.5,0,0.3,0,0,0
James Webb III,2017,BKN,10,1,9,12,1.6,21.7,10.6,0.4,1.18,0.24,0.074,0.1,0.4,0.8,0,0,0
James Michael McAdoo,2017,PHI,3,1,2,6,2.7,9.7,6,0.2,0.99,0.17,0.276,0,0,0.3,0,0,2
James Johnson,2017,MIA,72,36,36,26.6,10.7,53.2,25.3,2.6,2.89,2.13,0.201,1.4,1.5,1.7,0.427,0.349,0.902
James Harden,2017,HOU,72,59,13,35.4,30.4,83.4,25.6,8.8,6.34,5.86,0.365,0.6,1.4,1,0.25,0.485,0.6
James Ennis III,2017,DET,72,25,47,22.3,7.1,21.7,16.8,0.8,2.18,1.19,0.328,0.6,0.1,1.8,1,0.4,0.876
Jamel Artis,2017,ORL,15,4,11,18.6,5.1,24.3,15.2,1.1,2.61,1.89,0.211,0.5,0.3,0.5,0.857,0,1.286
Jameer Nelson,2017,DET,50,25,25,20.3,4.9,49.7,19.7,3.5,4.21,3.76,0.099,0.1,0,0.4,0.286,0,0
Jameel Warney,2017,DAL,3,1,2,9,5.7,12.3,9,0.3,1.59,0.43,0.459,1.3,2.3,4,0.5,0.571,1
Jamal Murray,2017,DEN,81,46,35,31.7,16.7,70.8,29.6,5.2,4.36,3.84,0.236,0.6,0.1,1.6,0.556,0.333,0.782
Jamal Crawford,2017,MIN,80,45,35,20.7,10.3,29.4,17.9,2,4.02,3.75,0.35,0.3,0,0.2,0.652,2,0.5
Jalen Jones,2017,DAL,16,3,13,11.3,4.6,15.4,9.1,0.6,2.15,1.25,0.301,0.3,0.1,0.9,0.6,0,1
Jakob Poeltl,2017,TOR,82,59,23,18.6,6.9,27.1,14.8,0.6,1.27,0.29,0.255,2.2,0.4,5.4,0.506,0.406,0.917
Jake Layman,2017,POR,35,22,13,4.6,1,5.3,4.1,0.2,1.75,0.88,0.184,0.1,0.1,0.2,0,0,0.714
Jahlil Okafor,2017,BKN,28,7,21,12.6,6.3,20.5,14.4,0.8,2.23,1.09,0.307,2.3,3,2.8,0.609,0.524,0.873
Jae Crowder,2017,UTA,80,52,28,26.1,9.7,38.5,22.5,1,1.56,0.7,0.251,0.6,0.5,1.8,0.636,0.162,0.917
Jacob Wiley,2017,BKN,4,1,3,8.1,1,11.3,5,0.3,1.4,0.58,0.089,0.8,0,0.8,0.333,0,0.333
Jacob Pullen,2017,PHI,3,2,1,2,0.7,3.3,2,0.3,6.07,6.5,0.2,0,0,0,0,0,0
Jack Cooley,2017,SAC,7,4,3,12.5,5.7,18.3,13.1,0.6,1.82,0.4,0.313,2.4,1.1,4.6,0.412,0.5,0.844
Jabari Parker,2017,MIL,31,16,15,24,12.6,45.4,27.1,1.5,2.01,1.23,0.278,1.7,1.1,3,0.463,0.412,0.624
Jabari Bird,2017,BOS,13,8,5,8.8,3,8.4,5.8,0.3,2.19,1.43,0.358,0.2,0,0.8,0.667,0,1.091
JaVale McGee,2017,GSW,65,45,20,9.5,4.8,13.6,8.2,0.3,1.28,0.36,0.351,1.2,0.7,2.7,0.663,0.5,1.011
JaMychal Green,2017,MEM,55,11,44,28,10.3,46,25.5,1.2,1.62,0.51,0.225,2.5,1.7,5.2,0.356,0.441,0.817
JaKarr Sampson,2017,SAC,22,6,16,15.6,4.7,19.7,11,0.5,1.66,0.47,0.238,0.7,1,2,0.267,0.429,1.022
JR Smith,2017,CLE,80,49,31,28.1,8.3,31.7,20.2,1.3,2.42,1.74,0.261,0.3,0.1,0.6,0.583,0.5,0.362
JJ Redick,2017,PHI,69,45,24,30.2,17,45.2,39.3,1.4,1.83,1.04,0.377,0.6,0,0.7,0.359,1,0.7
J.J. Barea,2017,DAL,69,23,46,23.2,11.6,63.6,25.7,5.5,5.22,5.21,0.183,0.4,0,0.2,0.519,0,0.5
Ivica Zubac,2017,LAL,43,19,24,9.5,3.7,17.4,9.4,0.4,1.38,0.31,0.216,1.5,1.1,2.9,0.381,0.125,0.888
Ivan Rabb,2017,MEM,36,6,30,14.3,5.6,24.6,14.1,0.7,1.79,0.56,0.227,2.6,1.7,3.9,0.379,0.475,0.768
Ish Smith,2017,DET,82,39,43,24.9,10.9,62.8,19.1,5.2,4.95,5.09,0.173,0.3,0,0.8,0.435,0,0.726
Isaiah Whitehead,2017,BKN,15,2,13,10.9,5.8,20.2,9.2,1.5,4.55,4.26,0.287,0.1,0,0.3,0,0,0.5
Isaiah Thomas,2017,LAL,32,15,17,26.9,15.2,56.8,22.7,4.6,4.83,4.45,0.267,0.3,0,0.3,0.875,0,0.545
Isaiah Taylor,2017,ATL,67,18,49,17.4,6.6,39.5,17.7,2.9,4.39,4.09,0.168,0.3,0,0.4,0.895,0,0.655
Isaiah Hicks,2017,NYK,18,4,14,13.3,4.4,19,11.4,0.5,1.58,0.44,0.234,1.2,1.1,2.4,0.571,0.526,0.744
Isaiah Canaan,2017,OKC,20,9,11,21.1,8.6,53.1,21,4.6,5.24,5.14,0.162,0,0,0.5,0,0,0.222
Iman Shumpert,2017,SAC,14,9,5,19.7,4.4,28.5,11.4,1.8,3.85,3.51,0.155,0.3,0,0.5,1,0,1.143
Ike Anigbogu,2017,IND,11,5,6,2.7,1.2,5.5,2.7,0.1,1.34,0.45,0.217,0.1,0.4,0.6,2,0.5,1
Ian Mahinmi,2017,WAS,77,42,35,14.9,4.8,21.1,11.2,0.5,1.49,0.33,0.225,2.2,0.3,4,0.396,0.409,0.812
Ian Clark,2017,NOP,74,43,31,19.7,7.4,26.4,16.1,1.3,2.99,2.49,0.282,0.3,0,0.6,0.8,0,0.822
Henry Ellenson,2017,DET,38,21,17,8.7,4,19.5,9.1,0.6,1.8,0.92,0.204,0.5,0.3,0.5,0.333,0.4,0.789
Hassan Whiteside,2017,MIA,54,30,24,25.3,14,33.7,22.8,1.1,1.89,0.57,0.414,4.5,4.4,9.1,0.415,0.513,0.964
Harrison Barnes,2017,DAL,77,24,53,34.2,18.9,59.2,36.3,2.5,2.49,1.41,0.318,1.2,4.5,1.7,0.684,0.49,0.896
Guerschon Yabusele,2017,BOS,32,23,9,7.3,2.5,14.1,8.9,0.4,1.77,0.73,0.175,0.3,0.3,0.8,0.5,0.625,0.583
Greg Monroe,2017,BOS,50,21,29,20.5,10.3,38.3,25.7,1.4,2.18,0.72,0.27,3.7,5,5.3,0.355,0.454,0.898
Gorgui Dieng,2017,MIN,79,45,34,16.9,5.9,28.3,16.2,0.7,1.59,0.45,0.21,2.1,0.6,3.2,0.455,0.367,0.715
Gordon Hayward,2017,BOS,1,0,1,5.3,2,9,7,0.2,1.33,0.67,0.222,1,0,0,2,0,0
Goran Dragic,2017,MIA,74,38,36,31.7,17.2,79.1,34.2,6.1,4.61,4.29,0.218,1,0.2,1.4,0.592,0.467,0.75
Glenn Robinson III,2017,IND,23,14,9,14.7,4.1,16.6,12.2,0.5,1.73,0.85,0.249,0.2,0,0.9,0.6,2,0.85
Giannis Antetokounmpo,2017,MIL,74,39,35,36.7,26.8,85.7,45.2,4.8,3.33,2.32,0.313,4.7,3.9,5.3,0.489,0.418,1.064
Gian Clavell,2017,DAL,7,0,7,9.1,2.9,9.9,7.1,0.3,1.92,1.19,0.29,0.3,0,0.3,0,0,0
Gerald Green,2017,HOU,41,33,8,22.7,12.1,29.1,16.4,1.3,2.63,1.77,0.417,0.3,0.1,0.5,0.545,2,0.636
Georgios Papagiannis,2017,POR,17,3,14,7.2,2.1,13.9,7.1,0.4,1.58,0.38,0.152,1.7,1,1.9,0.345,0.353,0.667
Georges Niang,2017,UTA,9,9,0,3.5,1,5.2,3.4,0.2,2.69,1.53,0.191,0.1,0.2,0.7,0,1,0.333
George Hill,2017,CLE,67,28,39,27,10,54.4,23.7,4.1,4.5,4.01,0.183,0.3,0.3,0.8,0.348,0.111,0.712
Gary Payton II,2017,LAL,23,10,13,9.6,3,14.9,6.9,0.7,2.86,2.38,0.201,0.3,0,1.5,0,0,0.824
Gary Harris,2017,DEN,67,37,30,34.4,17.5,42.2,33.7,1.7,2.47,1.99,0.413,0.6,0.1,1.2,0.923,0,0.75
Garrett Temple,2017,SAC,65,23,42,24.8,8.4,38.2,25.1,1.9,2.99,2.3,0.22,0.4,0,0.8,0.652,0,0.54
Furkan Korkmaz,2017,PHI,14,11,3,5.7,1.6,6.6,4.7,0.2,2.06,1.38,0.25,0.1,0,0.1,0,0,2
